,precision,recall,f1-score,support
Nonconformity,0.7142857142857143,0.7,0.7070707070707071,50.0
Project Organisation / Documentation,0.4457831325301205,0.4805194805194805,0.4625,77.0
Project Scope,0.6826923076923077,0.71,0.696078431372549,100.0
Measurement,0.8933333333333333,0.9013452914798207,0.8973214285714286,223.0
Structure & Mechanism,0.6981132075471698,0.5648854961832062,0.6244725738396625,131.0
Space Environment,0.7591036414565826,0.8575949367088608,0.8053491827637445,316.0
GN&C,0.6984126984126984,0.88,0.7787610619469026,50.0
Power,0.7203389830508474,0.7456140350877193,0.7327586206896551,114.0
Cleanliness,0.8604651162790697,0.6491228070175439,0.74,57.0
Propulsion,0.7468354430379747,0.7023809523809523,0.7239263803680982,84.0
Thermal,0.7757009345794392,0.7545454545454545,0.7649769585253456,110.0
Telecom.,0.925,0.6981132075471698,0.7956989247311828,159.0
Quality control,0.813953488372093,0.7446808510638298,0.7777777777777778,282.0
Parameter,0.4900990099009901,0.5755813953488372,0.5294117647058824,172.0
Materials / EEEs,0.7717391304347826,0.7553191489361702,0.7634408602150538,94.0
OBDH,0.6164383561643836,0.8256880733944955,0.7058823529411765,109.0
Safety / Risk (Control),0.7637795275590551,0.7404580152671756,0.751937984496124,131.0
System engineering,0.6982758620689655,0.6328125,0.6639344262295082,128.0
micro avg,0.7331941544885178,0.7356514453288647,0.7344207444583856,2387.0
macro avg,0.7263527714836404,0.7177034247489287,0.7178499686802665,2387.0
weighted avg,0.7428049449131323,0.7356514453288647,0.7355186464119848,2387.0
