,precision,recall,f1-score,support
Project Organisation / Documentation,0.5871559633027523,0.5714285714285714,0.579185520361991,112.0
Propulsion,0.5584415584415584,0.6323529411764706,0.593103448275862,68.0
Measurement,0.9495798319327731,0.8828125,0.9149797570850202,256.0
Power,0.7474747474747475,0.5736434108527132,0.6491228070175439,129.0
Nonconformity,0.5147058823529411,0.660377358490566,0.5785123966942148,53.0
System engineering,0.5703125,0.7373737373737373,0.6431718061674009,99.0
Structure & Mechanism,0.609375,0.5693430656934306,0.5886792452830188,137.0
OBDH,0.6861702127659575,0.8376623376623377,0.7543859649122807,154.0
GN&C,0.5238095238095238,0.5,0.5116279069767442,88.0
Telecom.,0.8421052631578947,0.7272727272727273,0.7804878048780488,132.0
Quality control,0.803921568627451,0.7536764705882353,0.777988614800759,272.0
Parameter,0.5571428571428572,0.5909090909090909,0.5735294117647058,198.0
Project Scope,0.5826086956521739,0.6979166666666666,0.6350710900473934,96.0
Materials / EEEs,0.6578947368421053,0.8522727272727273,0.7425742574257426,88.0
Cleanliness,0.6049382716049383,0.6621621621621622,0.632258064516129,74.0
Space Environment,0.8086124401913876,0.7770114942528735,0.7924970691676436,435.0
Safety / Risk (Control),0.7,0.7411764705882353,0.72,85.0
Thermal,0.6842105263157895,0.8041237113402062,0.7393364928909952,97.0
micro avg,0.7049429657794677,0.7205596579867859,0.7126657697482222,2573.0
macro avg,0.6660255322008249,0.6984175246517085,0.6781395365703053,2573.0
weighted avg,0.7145692311566371,0.7205596579867859,0.7144589302376974,2573.0
