,precision,recall,f1-score,support
Structure & Mechanism,0.6224489795918368,0.6421052631578947,0.6321243523316062,95.0
Thermal,0.7857142857142857,0.7857142857142857,0.7857142857142857,84.0
Space Environment,0.7088607594936709,0.7516778523489933,0.7296416938110749,149.0
OBDH,0.8489795918367347,0.7098976109215017,0.7732342007434945,293.0
Quality control,0.7614678899082569,0.7443946188340808,0.7528344671201814,223.0
Project Scope,0.6701030927835051,0.6842105263157895,0.6770833333333334,95.0
GN&C,0.7171717171717171,0.7171717171717171,0.7171717171717171,99.0
Power,0.766497461928934,0.9096385542168675,0.8319559228650137,166.0
Project Organisation / Documentation,0.5280898876404494,0.6103896103896104,0.5662650602409639,77.0
Cleanliness,0.8275862068965517,0.6666666666666666,0.7384615384615385,36.0
Propulsion,0.7407407407407407,0.7142857142857143,0.7272727272727273,56.0
Parameter,0.48863636363636365,0.5,0.4942528735632184,86.0
Materials / EEEs,0.8064516129032258,0.5434782608695652,0.6493506493506493,92.0
Nonconformity,0.6046511627906976,0.6046511627906976,0.6046511627906976,43.0
Safety / Risk (Control),0.6621621621621622,0.5444444444444444,0.5975609756097561,90.0
System engineering,0.7080745341614907,0.7916666666666666,0.7475409836065574,144.0
Measurement,0.8877005347593583,0.8426395939086294,0.8645833333333334,197.0
Telecom.,0.7125748502994012,0.8947368421052632,0.7933333333333333,133.0
micro avg,0.7339534883720931,0.7312326227988879,0.7325905292479109,2158.0
macro avg,0.7137728796899656,0.703209410600466,0.7046129228140824,2158.0
weighted avg,0.7398379093916965,0.7312326227988879,0.7317232051708144,2158.0
