,precision,recall,f1-score,support
Propulsion,0.7029702970297029,0.6698113207547169,0.6859903381642513,106.0
Project Scope,0.6115107913669064,0.7024793388429752,0.6538461538461539,121.0
Space Environment,0.8197424892703863,0.8414096916299559,0.8304347826086956,227.0
Nonconformity,0.6612903225806451,0.6721311475409836,0.6666666666666666,61.0
Thermal,0.8656716417910447,0.7837837837837838,0.8226950354609929,74.0
System engineering,0.7985074626865671,0.6257309941520468,0.7016393442622951,171.0
Power,0.7209302325581395,0.8532110091743119,0.7815126050420168,109.0
GN&C,0.7884615384615384,0.7192982456140351,0.7522935779816514,114.0
Structure & Mechanism,0.38235294117647056,0.5064935064935064,0.43575418994413406,77.0
Cleanliness,0.8444444444444444,0.5671641791044776,0.6785714285714286,67.0
Safety / Risk (Control),0.7558139534883721,0.7142857142857143,0.7344632768361582,91.0
Materials / EEEs,0.8525641025641025,0.751412429378531,0.7987987987987988,177.0
Parameter,0.5297297297297298,0.6758620689655173,0.593939393939394,145.0
OBDH,0.7551724137931034,0.8588235294117647,0.8036697247706422,255.0
Telecom.,0.7899159663865546,0.6911764705882353,0.7372549019607844,136.0
Quality control,0.7470355731225297,0.7777777777777778,0.7620967741935484,243.0
Project Organisation / Documentation,0.5092592592592593,0.5555555555555556,0.5314009661835749,99.0
Measurement,0.8,0.8421052631578947,0.8205128205128205,114.0
micro avg,0.7209206740649404,0.7348135735232509,0.7278008298755186,2387.0
macro avg,0.7186318422060832,0.7115840014562101,0.7106411544302227,2387.0
weighted avg,0.7329932673604748,0.7348135735232509,0.7300850695247642,2387.0
