,precision,recall,f1-score,support
Space Environment,0.8278301886792453,0.9023136246786633,0.8634686346863468,389.0
Power,0.7762237762237763,0.8951612903225806,0.8314606741573034,124.0
Nonconformity,0.6486486486486487,0.5714285714285714,0.6075949367088608,42.0
GN&C,0.8613861386138614,0.7631578947368421,0.8093023255813954,114.0
Telecom.,0.8026315789473685,0.5648148148148148,0.6630434782608695,108.0
Quality control,0.7932692307692307,0.7603686635944701,0.7764705882352941,217.0
Thermal,0.8,0.7719298245614035,0.7857142857142857,57.0
Materials / EEEs,0.8048780487804879,0.6513157894736842,0.72,152.0
Project Organisation / Documentation,0.7027027027027027,0.4262295081967213,0.5306122448979592,61.0
Safety / Risk (Control),0.6324786324786325,0.7551020408163265,0.6883720930232559,98.0
Structure & Mechanism,0.5903614457831325,0.4260869565217391,0.494949494949495,115.0
Measurement,0.890625,0.9011857707509882,0.8958742632612967,253.0
Project Scope,0.6463414634146342,0.6794871794871795,0.6625,78.0
Propulsion,0.5925925925925926,0.6956521739130435,0.64,46.0
Cleanliness,0.3888888888888889,0.75,0.5121951219512195,28.0
Parameter,0.5406976744186046,0.5849056603773585,0.5619335347432024,159.0
OBDH,0.6346153846153846,0.7674418604651163,0.6947368421052632,172.0
System engineering,0.7925925925925926,0.6815286624203821,0.7328767123287672,157.0
micro avg,0.7429175475687103,0.7413502109704642,0.7421330517423442,2370.0
macro avg,0.7070424437860992,0.6971172381422158,0.6928391794780453,2370.0
weighted avg,0.7496523668952882,0.7413502109704642,0.7400261060031107,2370.0
