,precision,recall,f1-score,support
Power,0.7777777777777778,0.8195121951219512,0.7980997624703088,205.0
Project Scope,0.6931818181818182,0.6703296703296703,0.6815642458100558,91.0
Propulsion,0.6785714285714286,0.7524752475247525,0.7136150234741784,101.0
Quality control,0.6885813148788927,0.7896825396825397,0.7356746765249538,252.0
Space Environment,0.7813211845102506,0.8245192307692307,0.8023391812865497,416.0
Parameter,0.43558282208588955,0.5966386554621849,0.5035460992907801,119.0
Project Organisation / Documentation,0.4634146341463415,0.4175824175824176,0.4393063583815029,91.0
Cleanliness,0.7959183673469388,0.9069767441860465,0.8478260869565217,43.0
Materials / EEEs,0.7843137254901961,0.5298013245033113,0.6324110671936759,151.0
Safety / Risk (Control),0.8064516129032258,0.8241758241758241,0.8152173913043478,91.0
System engineering,0.6153846153846154,0.6095238095238096,0.6124401913875598,105.0
OBDH,0.7167235494880546,0.8536585365853658,0.7792207792207793,246.0
Structure & Mechanism,0.6288659793814433,0.5350877192982456,0.5781990521327014,114.0
Thermal,0.726027397260274,0.7361111111111112,0.7310344827586207,72.0
Telecom.,0.8055555555555556,0.5370370370370371,0.6444444444444445,162.0
GN&C,0.7857142857142857,0.6984126984126984,0.7394957983193278,126.0
Measurement,0.9064748201438849,0.875,0.8904593639575972,288.0
Nonconformity,0.5555555555555556,0.5882352941176471,0.5714285714285714,34.0
micro avg,0.7260424286759327,0.7332840783154784,0.7296452857930528,2707.0
macro avg,0.7025231357986904,0.6980422253013246,0.6953512542412486,2707.0
weighted avg,0.7329174599472171,0.7332840783154784,0.7280776941966209,2707.0
