,precision,recall,f1-score,support
OBDH,0.6373056994818653,0.831081081081081,0.7214076246334311,148.0
System engineering,0.664,0.6194029850746269,0.640926640926641,134.0
Telecom.,0.864406779661017,0.7445255474452555,0.8,137.0
Safety / Risk (Control),0.801980198019802,0.81,0.8059701492537313,100.0
Power,0.8008849557522124,0.7801724137931034,0.7903930131004366,232.0
Materials / EEEs,0.5537190082644629,0.6146788990825688,0.5826086956521739,109.0
Project Organisation / Documentation,0.5,0.45535714285714285,0.4766355140186916,112.0
Propulsion,0.7909090909090909,0.7837837837837838,0.7873303167420814,111.0
Structure & Mechanism,0.6442953020134228,0.6357615894039735,0.64,151.0
Nonconformity,0.5526315789473685,0.5833333333333334,0.5675675675675675,36.0
GN&C,0.8043478260869565,0.7047619047619048,0.751269035532995,105.0
Project Scope,0.575,0.5476190476190477,0.5609756097560976,84.0
Measurement,0.8716577540106952,0.8763440860215054,0.8739946380697051,186.0
Quality control,0.6719367588932806,0.7692307692307693,0.7172995780590717,221.0
Thermal,0.7261904761904762,0.8026315789473685,0.7625,76.0
Cleanliness,0.6206896551724138,0.6,0.6101694915254238,30.0
Parameter,0.6161616161616161,0.6192893401015228,0.6177215189873417,197.0
Space Environment,0.8820960698689956,0.7769230769230769,0.8261758691206544,260.0
micro avg,0.717864476386037,0.7196377109921779,0.71875,2429.0
macro avg,0.6987895983018708,0.697494254414448,0.6962747368303357,2429.0
weighted avg,0.723333380159406,0.7196377109921779,0.7193979722608941,2429.0
