,precision,recall,f1-score,support
Project Organisation / Documentation,0.5465116279069767,0.6351351351351351,0.5875,74.0
Propulsion,0.8653846153846154,0.569620253164557,0.6870229007633588,79.0
Space Environment,0.8198198198198198,0.8639240506329114,0.8412942989214176,316.0
Quality control,0.7166666666666667,0.7853881278538812,0.7494553376906318,219.0
System engineering,0.5405405405405406,0.6382978723404256,0.5853658536585366,94.0
Materials / EEEs,0.8125,0.7074829931972789,0.7563636363636363,147.0
Safety / Risk (Control),0.7073170731707317,0.7837837837837838,0.7435897435897436,111.0
OBDH,0.580952380952381,0.7672955974842768,0.6612466124661247,159.0
Cleanliness,0.7272727272727273,0.7741935483870968,0.75,31.0
Power,0.7818181818181819,0.7724550898203593,0.7771084337349398,167.0
Parameter,0.5588235294117647,0.5191256830601093,0.5382436260623229,183.0
Project Scope,0.6774193548387096,0.75,0.711864406779661,112.0
Measurement,0.9375,0.9,0.9183673469387755,200.0
Structure & Mechanism,0.4845360824742268,0.6351351351351351,0.5497076023391813,74.0
Thermal,0.7727272727272727,0.9107142857142857,0.8360655737704918,56.0
Telecom.,0.7986111111111112,0.5808080808080808,0.672514619883041,198.0
GN&C,0.7692307692307693,0.6106870229007634,0.6808510638297872,131.0
Nonconformity,0.6428571428571429,0.3333333333333333,0.43902439024390244,27.0
micro avg,0.7207357859531772,0.7249789739276703,0.7228511530398323,2378.0
macro avg,0.7078049386768688,0.6965211107084118,0.6936436359464195,2378.0
weighted avg,0.7317396039458904,0.7249789739276703,0.722558913613645,2378.0
