,precision,recall,f1-score,support
Cleanliness,0.8363636363636363,0.71875,0.773109243697479,64.0
Thermal,0.6804123711340206,0.8461538461538461,0.7542857142857143,78.0
Structure & Mechanism,0.6209677419354839,0.6015625,0.6111111111111112,128.0
Project Organisation / Documentation,0.575,0.4107142857142857,0.4791666666666667,56.0
Materials / EEEs,0.703125,0.703125,0.703125,64.0
Power,0.8674033149171271,0.8971428571428571,0.8820224719101124,175.0
GN&C,0.78125,0.6696428571428571,0.7211538461538461,112.0
OBDH,0.833810888252149,0.8635014836795252,0.8483965014577259,337.0
Quality control,0.7522935779816514,0.8497409326424871,0.7980535279805353,193.0
Space Environment,0.7524752475247525,0.7487684729064039,0.7506172839506173,203.0
Nonconformity,0.5833333333333334,0.5833333333333334,0.5833333333333334,48.0
System engineering,0.552,0.6634615384615384,0.6026200873362445,104.0
Propulsion,0.7375,0.7195121951219512,0.7283950617283951,82.0
Project Scope,0.58,0.7532467532467533,0.655367231638418,77.0
Parameter,0.5,0.4513888888888889,0.4744525547445255,144.0
Telecom.,0.6634615384615384,0.6509433962264151,0.6571428571428571,106.0
Measurement,0.7333333333333333,0.8943089430894309,0.8058608058608059,123.0
Safety / Risk (Control),0.7049180327868853,0.819047619047619,0.7577092511013216,105.0
micro avg,0.7177242888402626,0.745793542519327,0.7314897413024085,2199.0
macro avg,0.6920915564457728,0.7135747168221219,0.6992179194499839,2199.0
weighted avg,0.7178738564858888,0.745793542519327,0.7291150882042661,2199.0
