,precision,recall,f1-score,support
Nonconformity,0.5416666666666666,0.6190476190476191,0.5777777777777777,42.0
Project Organisation / Documentation,0.7230769230769231,0.41964285714285715,0.5310734463276836,112.0
Safety / Risk (Control),0.7297297297297297,0.6377952755905512,0.680672268907563,127.0
Parameter,0.5211267605633803,0.49333333333333335,0.5068493150684932,150.0
Thermal,0.6923076923076923,0.5142857142857142,0.5901639344262295,35.0
Structure & Mechanism,0.6923076923076923,0.5625,0.6206896551724138,160.0
Space Environment,0.7530864197530864,0.7870967741935484,0.7697160883280757,310.0
Measurement,0.902127659574468,0.8412698412698413,0.8706365503080082,252.0
Propulsion,0.6585365853658537,0.675,0.6666666666666666,80.0
Telecom.,0.7258064516129032,0.6870229007633588,0.7058823529411765,131.0
GN&C,0.63125,0.7062937062937062,0.6666666666666666,143.0
OBDH,0.7755102040816326,0.7916666666666666,0.7835051546391752,192.0
Power,0.7329192546583851,0.9147286821705426,0.8137931034482758,129.0
System engineering,0.5125,0.6456692913385826,0.5714285714285714,127.0
Cleanliness,0.6818181818181818,0.75,0.7142857142857143,40.0
Materials / EEEs,0.7746478873239436,0.8638743455497382,0.8168316831683168,191.0
Quality control,0.7348837209302326,0.797979797979798,0.7651331719128329,198.0
Project Scope,0.5454545454545454,0.5454545454545454,0.5454545454545454,110.0
micro avg,0.7077769049489395,0.7125345986555951,0.7101477832512315,2529.0
macro avg,0.6849309097347398,0.6807034083933556,0.6776237037182326,2529.0
weighted avg,0.7108240731522226,0.7125345986555951,0.7075530961893967,2529.0
