,precision,recall,f1-score,support
Materials / EEEs,0.7391304347826086,0.864406779661017,0.796875,59.0
Cleanliness,0.4146341463414634,0.68,0.5151515151515151,25.0
Nonconformity,0.6590909090909091,0.5370370370370371,0.5918367346938775,54.0
OBDH,0.8888888888888888,0.7420289855072464,0.8088467614533965,345.0
Space Environment,0.8401162790697675,0.8919753086419753,0.8652694610778443,324.0
Project Scope,0.7090909090909091,0.7428571428571429,0.7255813953488373,105.0
Telecom.,0.6065573770491803,0.6851851851851852,0.6434782608695652,108.0
Propulsion,0.6857142857142857,0.7619047619047619,0.7218045112781954,63.0
Power,0.7952755905511811,0.8015873015873016,0.7984189723320159,126.0
System engineering,0.5816326530612245,0.7215189873417721,0.6440677966101694,79.0
Project Organisation / Documentation,0.4024390243902439,0.4647887323943662,0.43137254901960786,71.0
Safety / Risk (Control),0.7310924369747899,0.8446601941747572,0.7837837837837838,103.0
GN&C,0.7068965517241379,0.7321428571428571,0.7192982456140351,56.0
Parameter,0.46099290780141844,0.48148148148148145,0.47101449275362317,135.0
Thermal,0.9102564102564102,0.7395833333333334,0.8160919540229885,96.0
Structure & Mechanism,0.7019230769230769,0.5572519083969466,0.6212765957446809,131.0
Quality control,0.852017937219731,0.7692307692307693,0.8085106382978723,247.0
Measurement,0.9125,0.9087136929460581,0.9106029106029107,241.0
micro avg,0.7544529262086515,0.7512668918918919,0.7528565382987727,2368.0
macro avg,0.6999027677183459,0.7181308032680005,0.7040711988141621,2368.0
weighted avg,0.7656839762705655,0.7512668918918919,0.7550696341701386,2368.0
