,precision,recall,f1-score,support
Safety / Risk (Control),0.7352941176470589,0.646551724137931,0.6880733944954128,116.0
Power,0.7670454545454546,0.7988165680473372,0.782608695652174,169.0
Structure & Mechanism,0.5639097744360902,0.6097560975609756,0.5859375,123.0
Thermal,0.8793103448275862,0.8095238095238095,0.8429752066115702,63.0
OBDH,0.8149606299212598,0.8054474708171206,0.8101761252446184,257.0
Propulsion,0.7830188679245284,0.83,0.8058252427184466,100.0
Parameter,0.47265625,0.6914285714285714,0.5614849187935035,175.0
Project Organisation / Documentation,0.6979166666666666,0.6090909090909091,0.6504854368932039,110.0
GN&C,0.6818181818181818,0.47368421052631576,0.5590062111801242,95.0
Space Environment,0.7701492537313432,0.7865853658536586,0.7782805429864253,328.0
Measurement,0.966183574879227,0.91324200913242,0.9389671361502347,219.0
Telecom.,0.6879432624113475,0.7886178861788617,0.7348484848484849,123.0
Materials / EEEs,0.7162162162162162,0.6883116883116883,0.7019867549668874,77.0
Project Scope,0.6074766355140186,0.7386363636363636,0.6666666666666666,88.0
Cleanliness,0.6923076923076923,0.7377049180327869,0.7142857142857143,61.0
Nonconformity,0.6666666666666666,0.5172413793103449,0.5825242718446602,58.0
Quality control,0.7666666666666667,0.7351598173515982,0.7505827505827506,219.0
System engineering,0.6687116564417178,0.8134328358208955,0.734006734006734,134.0
micro avg,0.7235929067077872,0.7463220675944334,0.7347817576825211,2515.0
macro avg,0.718791772923429,0.7218462013756438,0.7160400993293118,2515.0
weighted avg,0.734599998535519,0.7463220675944334,0.7368111187423563,2515.0
