,precision,recall,f1-score,support
Project Organisation / Documentation,0.4479166666666667,0.6935483870967742,0.5443037974683544,62.0
Thermal,0.8205128205128205,0.8275862068965517,0.8240343347639485,116.0
Power,0.8923076923076924,0.8365384615384616,0.8635235732009926,208.0
System engineering,0.6086956521739131,0.7,0.6511627906976745,80.0
Measurement,0.9127906976744186,0.9235294117647059,0.9181286549707602,170.0
Quality control,0.796875,0.765,0.7806122448979592,200.0
GN&C,0.808695652173913,0.6,0.6888888888888889,155.0
Safety / Risk (Control),0.6046511627906976,0.6753246753246753,0.6380368098159509,77.0
Space Environment,0.7833333333333333,0.6714285714285714,0.7230769230769231,210.0
Materials / EEEs,0.6428571428571429,0.75,0.6923076923076923,84.0
Telecom.,0.6707317073170732,0.6707317073170732,0.6707317073170732,82.0
OBDH,0.7730061349693251,0.7159090909090909,0.7433628318584071,176.0
Parameter,0.4166666666666667,0.72,0.5278592375366569,125.0
Nonconformity,0.7619047619047619,0.5161290322580645,0.6153846153846154,62.0
Propulsion,0.8088235294117647,0.7333333333333333,0.7692307692307693,75.0
Structure & Mechanism,0.7257142857142858,0.675531914893617,0.699724517906336,188.0
Project Scope,0.6133333333333333,0.7301587301587301,0.6666666666666666,63.0
Cleanliness,0.7272727272727273,0.5333333333333333,0.6153846153846154,15.0
micro avg,0.7204597701149426,0.7295158286778398,0.7249595188526486,2148.0
macro avg,0.7120049426155853,0.7076712697918324,0.7018011484096824,2148.0
weighted avg,0.7445144350877625,0.7295158286778398,0.7307221009115361,2148.0
