,precision,recall,f1-score,support
Thermal,0.6923076923076923,0.6585365853658537,0.675,41.0
System engineering,0.572463768115942,0.5683453237410072,0.5703971119133574,139.0
Nonconformity,0.5208333333333334,0.5434782608695652,0.5319148936170213,46.0
Project Organisation / Documentation,0.725,0.47540983606557374,0.5742574257425742,122.0
Project Scope,0.6261682242990654,0.5877192982456141,0.6063348416289592,114.0
Materials / EEEs,0.6436781609195402,0.5384615384615384,0.5863874345549738,208.0
GN&C,0.7252747252747253,0.7586206896551724,0.7415730337078652,174.0
Space Environment,0.7065217391304348,0.7975460122699386,0.7492795389048992,326.0
Parameter,0.4305555555555556,0.4025974025974026,0.4161073825503356,154.0
Power,0.7011494252873564,0.8714285714285714,0.7770700636942676,140.0
Cleanliness,0.9230769230769231,0.6923076923076923,0.7912087912087912,52.0
Telecom.,0.8526315789473684,0.5869565217391305,0.6952789699570815,138.0
Measurement,0.8949579831932774,0.852,0.8729508196721312,250.0
Quality control,0.7035398230088495,0.7464788732394366,0.724373576309795,213.0
Propulsion,0.7073170731707317,0.5471698113207547,0.6170212765957447,106.0
Safety / Risk (Control),0.7053571428571429,0.5851851851851851,0.6396761133603239,135.0
Structure & Mechanism,0.6692913385826772,0.4885057471264368,0.5647840531561462,174.0
OBDH,0.7740384615384616,0.8009950248756219,0.7872860635696821,201.0
micro avg,0.7036032545524991,0.6644712769849982,0.6834776063229205,2733.0
macro avg,0.6985646082555043,0.6389856874719164,0.6622722994524417,2733.0
weighted avg,0.7054950221353463,0.6644712769849982,0.6793434751674372,2733.0
