,precision,recall,f1-score,support
Thermal,0.8961038961038961,0.6831683168316832,0.7752808988764045,101.0
Parameter,0.42592592592592593,0.5227272727272727,0.46938775510204084,88.0
OBDH,0.8284671532846716,0.7183544303797469,0.7694915254237288,316.0
Safety / Risk (Control),0.5955056179775281,0.5520833333333334,0.572972972972973,96.0
System engineering,0.7785714285714286,0.7364864864864865,0.7569444444444444,148.0
Cleanliness,0.7111111111111111,0.6808510638297872,0.6956521739130435,47.0
GN&C,0.8114754098360656,0.7857142857142857,0.7983870967741935,126.0
Propulsion,0.75,0.64,0.6906474820143885,75.0
Telecom.,0.7769784172661871,0.7883211678832117,0.782608695652174,137.0
Nonconformity,0.625,0.5208333333333334,0.5681818181818182,48.0
Project Organisation / Documentation,0.53125,0.5862068965517241,0.5573770491803278,87.0
Structure & Mechanism,0.68,0.6355140186915887,0.6570048309178744,107.0
Materials / EEEs,0.75,0.49514563106796117,0.5964912280701754,103.0
Power,0.7638888888888888,0.8918918918918919,0.8229426433915212,185.0
Project Scope,0.7073170731707317,0.5858585858585859,0.6408839779005525,99.0
Quality control,0.7524271844660194,0.6431535269709544,0.6935123042505593,241.0
Space Environment,0.7439024390243902,0.7625,0.7530864197530864,160.0
Measurement,0.8762376237623762,0.8634146341463415,0.8697788697788698,205.0
micro avg,0.7450716845878136,0.7019839594765724,0.7228863290589003,2369.0
macro avg,0.7224534538549567,0.6717902708721215,0.6928128992554542,2369.0
weighted avg,0.750572187618078,0.7019839594765724,0.7223469332441771,2369.0
