,precision,recall,f1-score,support
Parameter,0.5192307692307693,0.5294117647058824,0.5242718446601942,153.0
Propulsion,0.9230769230769231,0.6857142857142857,0.7868852459016393,105.0
Project Scope,0.8026315789473685,0.5350877192982456,0.6421052631578947,114.0
System engineering,0.5882352941176471,0.44642857142857145,0.5076142131979695,112.0
Nonconformity,0.4642857142857143,0.3939393939393939,0.4262295081967213,33.0
OBDH,0.7534883720930232,0.7297297297297297,0.7414187643020596,222.0
Power,0.7404580152671756,0.7238805970149254,0.7320754716981132,134.0
Quality control,0.711864406779661,0.6693227091633466,0.6899383983572895,251.0
Thermal,0.8275862068965517,0.72,0.7700534759358288,100.0
Structure & Mechanism,0.4563106796116505,0.5529411764705883,0.5,85.0
Telecom.,0.73,0.7227722772277227,0.7263681592039801,101.0
Space Environment,0.8423076923076923,0.73,0.7821428571428571,300.0
Project Organisation / Documentation,0.5063291139240507,0.49382716049382713,0.5,81.0
Cleanliness,0.8157894736842105,0.7045454545454546,0.7560975609756098,44.0
Safety / Risk (Control),0.6634615384615384,0.71875,0.69,96.0
Measurement,0.9139784946236559,0.8808290155440415,0.8970976253298153,193.0
Materials / EEEs,0.7363636363636363,0.6639344262295082,0.6982758620689655,122.0
GN&C,0.7925925925925926,0.8045112781954887,0.7985074626865671,133.0
micro avg,0.7308563661078387,0.6780159730979403,0.7034452682075883,2379.0
macro avg,0.7104439167924368,0.6503125310945007,0.676060095156417,2379.0
weighted avg,0.7374775080726758,0.6780159730979403,0.7040240422316019,2379.0
