,precision,recall,f1-score,support
Quality control,0.7032520325203252,0.6455223880597015,0.6731517509727627,268.0
Telecom.,0.8504672897196262,0.5229885057471264,0.6476868327402135,174.0
Thermal,0.7590361445783133,0.7875,0.7730061349693251,80.0
Safety / Risk (Control),0.6842105263157895,0.6435643564356436,0.6632653061224489,101.0
Propulsion,0.8651685393258427,0.5789473684210527,0.6936936936936937,133.0
Space Environment,0.7652173913043478,0.8073394495412844,0.7857142857142857,436.0
Power,0.7838983050847458,0.8371040723981901,0.8096280087527352,221.0
Project Organisation / Documentation,0.4722222222222222,0.3333333333333333,0.39080459770114945,102.0
Structure & Mechanism,0.5565217391304348,0.512,0.5333333333333333,125.0
Measurement,0.9084249084249084,0.8464163822525598,0.8763250883392226,293.0
System engineering,0.5700934579439252,0.5350877192982456,0.5520361990950227,114.0
GN&C,0.7393939393939394,0.7672955974842768,0.7530864197530864,159.0
OBDH,0.7559322033898305,0.8383458646616542,0.7950089126559715,266.0
Cleanliness,0.8,0.6545454545454545,0.72,55.0
Nonconformity,0.5853658536585366,0.6666666666666666,0.6233766233766234,36.0
Project Scope,0.7126436781609196,0.6813186813186813,0.6966292134831461,91.0
Materials / EEEs,0.6771653543307087,0.524390243902439,0.5910652920962199,164.0
Parameter,0.436046511627907,0.6097560975609756,0.5084745762711864,123.0
micro avg,0.725044404973357,0.6939816388983339,0.7091730368311328,2941.0
macro avg,0.7013922276184624,0.6551178989792936,0.6714603482816904,2941.0
weighted avg,0.7311696548778684,0.6939816388983339,0.7065766973865194,2941.0
