,precision,recall,f1-score,support
Measurement,0.8512820512820513,0.8556701030927835,0.8534704370179949,194.0
Structure & Mechanism,0.6382978723404256,0.5325443786982249,0.5806451612903226,169.0
Space Environment,0.8365758754863813,0.7789855072463768,0.8067542213883677,276.0
Propulsion,0.7722772277227723,0.5652173913043478,0.6527196652719666,138.0
Telecom.,0.926829268292683,0.5170068027210885,0.6637554585152838,147.0
GN&C,0.7383177570093458,0.6475409836065574,0.6899563318777293,122.0
Project Organisation / Documentation,0.494949494949495,0.392,0.4375,125.0
Parameter,0.5221674876847291,0.507177033492823,0.5145631067961165,209.0
Quality control,0.6186770428015564,0.6883116883116883,0.6516393442622951,231.0
Safety / Risk (Control),0.7710843373493976,0.5981308411214953,0.6736842105263158,107.0
Nonconformity,0.5,0.48717948717948717,0.4935064935064935,39.0
Cleanliness,0.5869565217391305,0.6585365853658537,0.6206896551724138,41.0
Materials / EEEs,0.47337278106508873,0.64,0.54421768707483,125.0
Thermal,0.78125,0.8241758241758241,0.8021390374331551,91.0
Power,0.7831858407079646,0.7137096774193549,0.7468354430379747,248.0
System engineering,0.6535433070866141,0.5971223021582733,0.6240601503759399,139.0
OBDH,0.5482456140350878,0.8012820512820513,0.6510416666666666,156.0
Project Scope,0.6557377049180327,0.47619047619047616,0.5517241379310345,84.0
micro avg,0.6788553259141494,0.6467247254827717,0.6624006205158037,2641.0
macro avg,0.6751527880261531,0.626710062964817,0.6421612337858278,2641.0
weighted avg,0.6939577793314585,0.6467247254827717,0.6621038848821938,2641.0
