,precision,recall,f1-score,support
Quality control,0.7302325581395349,0.7511961722488039,0.7405660377358491,209.0
Propulsion,0.8028169014084507,0.6063829787234043,0.6909090909090909,94.0
System engineering,0.5858585858585859,0.6590909090909091,0.6203208556149733,88.0
Cleanliness,1.0,0.5294117647058824,0.6923076923076923,17.0
Telecom.,0.591304347826087,0.7472527472527473,0.6601941747572816,91.0
OBDH,0.86,0.6861702127659575,0.7633136094674556,188.0
Project Scope,0.6351351351351351,0.7230769230769231,0.6762589928057554,65.0
Thermal,0.8110236220472441,0.7923076923076923,0.8015564202334631,130.0
Materials / EEEs,0.5841584158415841,0.6555555555555556,0.6178010471204188,90.0
Project Organisation / Documentation,0.44,0.6197183098591549,0.5146198830409356,71.0
Nonconformity,0.7428571428571429,0.3939393939393939,0.5148514851485149,66.0
Space Environment,0.7823834196891192,0.6926605504587156,0.7347931873479319,218.0
Safety / Risk (Control),0.7307692307692307,0.6404494382022472,0.6826347305389222,89.0
Power,0.8143459915611815,0.8464912280701754,0.8301075268817204,228.0
GN&C,0.7647058823529411,0.5842696629213483,0.6624203821656051,178.0
Structure & Mechanism,0.6887417218543046,0.5073170731707317,0.5842696629213483,205.0
Parameter,0.3622448979591837,0.5634920634920635,0.4409937888198758,126.0
Measurement,0.9024390243902439,0.8268156424581006,0.8629737609329446,179.0
micro avg,0.7041314971123945,0.6796740994854202,0.691686668121318,2332.0
macro avg,0.7127231598716649,0.6569776843499893,0.6717162404860989,2332.0
weighted avg,0.7278925402014715,0.6796740994854202,0.6954840804498975,2332.0
