,precision,recall,f1-score,support
Power,0.6545454545454545,0.8120300751879699,0.7248322147651006,133.0
Materials / EEEs,0.8,0.47191011235955055,0.5936395759717314,178.0
Project Organisation / Documentation,0.574468085106383,0.4090909090909091,0.4778761061946903,66.0
Telecom.,0.7875,0.5478260869565217,0.6461538461538462,115.0
OBDH,0.6682926829268293,0.7486338797814208,0.7061855670103093,183.0
Safety / Risk (Control),0.6136363636363636,0.7941176470588235,0.6923076923076923,102.0
Parameter,0.5460992907801419,0.4583333333333333,0.49838187702265374,168.0
Cleanliness,0.8108108108108109,0.8108108108108109,0.8108108108108109,37.0
Nonconformity,0.6216216216216216,0.5348837209302325,0.575,43.0
System engineering,0.7567567567567568,0.6706586826347305,0.7111111111111111,167.0
Space Environment,0.7313725490196078,0.9209876543209876,0.8153005464480875,405.0
Project Scope,0.7333333333333333,0.55,0.6285714285714286,80.0
Propulsion,0.5972222222222222,0.7288135593220338,0.6564885496183206,59.0
Thermal,0.7058823529411765,0.7741935483870968,0.7384615384615385,62.0
GN&C,0.8434782608695652,0.7028985507246377,0.766798418972332,138.0
Structure & Mechanism,0.6129032258064516,0.456,0.5229357798165137,125.0
Measurement,0.8987854251012146,0.8740157480314961,0.8862275449101796,254.0
Quality control,0.772093023255814,0.7248908296943232,0.7477477477477478,229.0
micro avg,0.7234557932983448,0.7044025157232704,0.713802031467835,2544.0
macro avg,0.7071556365963193,0.6661163971458265,0.6777127975496718,2544.0
weighted avg,0.7270677152662838,0.7044025157232704,0.7065625625089832,2544.0
