,precision,recall,f1-score,support
GN&C,0.7868852459016393,0.75,0.768,128.0
Project Scope,0.5714285714285714,0.6274509803921569,0.5981308411214953,102.0
Structure & Mechanism,0.5231788079470199,0.4647058823529412,0.49221183800623053,170.0
Measurement,0.8864864864864865,0.8241206030150754,0.8541666666666666,199.0
Quality control,0.6653386454183267,0.6349809885931559,0.6498054474708171,263.0
Thermal,0.46296296296296297,0.6578947368421053,0.5434782608695652,38.0
Power,0.7295597484276729,0.8405797101449275,0.7811447811447811,138.0
Cleanliness,0.7402597402597403,0.6477272727272727,0.6909090909090909,88.0
Parameter,0.4785714285714286,0.5075757575757576,0.49264705882352944,132.0
System engineering,0.6421052631578947,0.4621212121212121,0.5374449339207048,132.0
Materials / EEEs,0.7478991596638656,0.689922480620155,0.717741935483871,129.0
OBDH,0.7575757575757576,0.8368200836820083,0.7952286282306164,239.0
Project Organisation / Documentation,0.5161290322580645,0.5,0.5079365079365079,96.0
Telecom.,0.8916666666666667,0.6184971098265896,0.7303754266211604,173.0
Space Environment,0.7286585365853658,0.7861842105263158,0.7563291139240507,304.0
Nonconformity,0.6470588235294118,0.5238095238095238,0.5789473684210527,42.0
Propulsion,0.7931034482758621,0.6330275229357798,0.7040816326530612,109.0
Safety / Risk (Control),0.6413793103448275,0.6326530612244898,0.636986301369863,147.0
micro avg,0.6951892744479495,0.6705971852415367,0.6826718296224589,2629.0
macro avg,0.6783470908589757,0.6465595075771926,0.6575314351985035,2629.0
weighted avg,0.7004383165747375,0.6705971852415367,0.6814289022895613,2629.0
