,precision,recall,f1-score,support
Telecom.,0.7272727272727273,0.6201550387596899,0.6694560669456067,129.0
Quality control,0.8181818181818182,0.6681222707423581,0.7355769230769231,229.0
Nonconformity,0.6530612244897959,0.5245901639344263,0.5818181818181818,61.0
Power,0.8181818181818182,0.8,0.8089887640449438,180.0
GN&C,0.6373626373626373,0.5420560747663551,0.5858585858585859,107.0
Project Scope,0.6785714285714286,0.6129032258064516,0.6440677966101694,93.0
Materials / EEEs,0.5309734513274337,0.7142857142857143,0.6091370558375635,84.0
Safety / Risk (Control),0.7247706422018348,0.6220472440944882,0.6694915254237288,127.0
Propulsion,0.8285714285714286,0.696,0.7565217391304347,125.0
System engineering,0.5911602209944752,0.7379310344827587,0.656441717791411,145.0
Measurement,0.9471153846153846,0.8954545454545455,0.9205607476635514,220.0
Parameter,0.5203252032520326,0.6918918918918919,0.5939675174013921,185.0
Project Organisation / Documentation,0.574468085106383,0.46551724137931033,0.5142857142857142,116.0
OBDH,0.8627450980392157,0.8029197080291971,0.831758034026465,274.0
Structure & Mechanism,0.553030303030303,0.5488721804511278,0.5509433962264151,133.0
Thermal,0.9107142857142857,0.7391304347826086,0.816,69.0
Space Environment,0.7479674796747967,0.8338368580060423,0.7885714285714286,331.0
Cleanliness,0.8095238095238095,0.6538461538461539,0.723404255319149,78.0
micro avg,0.7256468797564688,0.7099776619508563,0.7177267595031991,2686.0
macro avg,0.718555391450645,0.6760866544840622,0.6920471916684258,2686.0
weighted avg,0.737268033572137,0.7099776619508563,0.7190735506914455,2686.0
