,precision,recall,f1-score,support
Nonconformity,0.7358490566037735,0.6,0.6610169491525424,65.0
GN&C,0.6139240506329114,0.7293233082706767,0.6666666666666666,133.0
Materials / EEEs,0.6170212765957447,0.5321100917431193,0.5714285714285714,109.0
Project Scope,0.5416666666666666,0.6666666666666666,0.5977011494252874,78.0
Safety / Risk (Control),0.7835820895522388,0.695364238410596,0.7368421052631579,151.0
Power,0.6666666666666666,0.6863905325443787,0.6763848396501457,169.0
Propulsion,0.7631578947368421,0.6987951807228916,0.7295597484276729,83.0
Project Organisation / Documentation,0.4084507042253521,0.3972602739726027,0.4027777777777778,73.0
System engineering,0.6986301369863014,0.6375,0.6666666666666666,160.0
Measurement,0.9012875536480687,0.8713692946058091,0.8860759493670886,241.0
Parameter,0.5244755244755245,0.3605769230769231,0.42735042735042733,208.0
Thermal,0.6991150442477876,0.797979797979798,0.7452830188679245,99.0
Space Environment,0.7289719626168224,0.819327731092437,0.771513353115727,476.0
Quality control,0.7355371900826446,0.6953125,0.714859437751004,256.0
Telecom.,0.8916666666666667,0.6645962732919255,0.7615658362989324,161.0
OBDH,0.7619047619047619,0.8571428571428571,0.8067226890756303,224.0
Structure & Mechanism,0.6209677419354839,0.48125,0.5422535211267606,160.0
Cleanliness,0.8823529411764706,0.5882352941176471,0.7058823529411765,51.0
micro avg,0.7126518942101501,0.6882982395581636,0.7002633889376646,2897.0
macro avg,0.6986237738567072,0.6544000535354626,0.67058617001962,2897.0
weighted avg,0.7125634828504994,0.6882982395581636,0.6956414914535716,2897.0
