,precision,recall,f1-score,support
Telecom.,0.6818181818181818,0.7894736842105263,0.7317073170731707,57.0
Project Scope,0.7162162162162162,0.6883116883116883,0.7019867549668874,77.0
Materials / EEEs,0.6833333333333333,0.6074074074074074,0.6431372549019608,135.0
GN&C,0.6739130434782609,0.7654320987654321,0.7167630057803468,81.0
Cleanliness,0.7391304347826086,0.7727272727272727,0.7555555555555555,44.0
Safety / Risk (Control),0.7021276595744681,0.7443609022556391,0.7226277372262774,133.0
Nonconformity,0.5833333333333334,0.7142857142857143,0.6422018348623854,49.0
System engineering,0.703125,0.6122448979591837,0.6545454545454545,147.0
Space Environment,0.8135593220338984,0.8323699421965318,0.8228571428571428,346.0
OBDH,0.7530364372469636,0.7948717948717948,0.7733887733887734,234.0
Parameter,0.4666666666666667,0.5,0.4827586206896552,126.0
Power,0.8324607329842932,0.6824034334763949,0.75,233.0
Structure & Mechanism,0.4298245614035088,0.7313432835820896,0.5414364640883977,67.0
Thermal,0.67,0.8271604938271605,0.7403314917127072,81.0
Propulsion,0.6181818181818182,0.6938775510204082,0.6538461538461539,49.0
Project Organisation / Documentation,0.5316455696202531,0.6268656716417911,0.5753424657534246,67.0
Quality control,0.8557692307692307,0.6180555555555556,0.717741935483871,288.0
Measurement,0.9423076923076923,0.8546511627906976,0.8963414634146342,172.0
micro avg,0.724006762468301,0.7179379715004192,0.7209595959595959,2386.0
macro avg,0.6886916240972626,0.7142134752714049,0.6956983014525998,2386.0
weighted avg,0.7404358506513068,0.7179379715004192,0.723659126449823,2386.0
