,precision,recall,f1-score,support
Measurement,0.8314606741573034,0.8705882352941177,0.8505747126436781,170.0
Structure & Mechanism,0.45535714285714285,0.53125,0.49038461538461536,96.0
System engineering,0.6972477064220184,0.6846846846846847,0.6909090909090909,111.0
Project Organisation / Documentation,0.4090909090909091,0.35064935064935066,0.3776223776223776,77.0
Space Environment,0.6881720430107527,0.8,0.7398843930635838,160.0
Parameter,0.4887640449438202,0.58,0.5304878048780488,150.0
Project Scope,0.6810344827586207,0.5939849624060151,0.6345381526104418,133.0
Safety / Risk (Control),0.7472527472527473,0.576271186440678,0.6507177033492823,118.0
Thermal,0.8314606741573034,0.6851851851851852,0.751269035532995,108.0
Quality control,0.8469387755102041,0.6720647773279352,0.7494356659142212,247.0
Telecom.,0.8455284552845529,0.7027027027027027,0.7675276752767528,148.0
Cleanliness,0.7647058823529411,0.7027027027027027,0.7323943661971831,74.0
Propulsion,0.6938775510204082,0.68,0.6868686868686869,100.0
Power,0.8457446808510638,0.8368421052631579,0.8412698412698413,190.0
OBDH,0.6972477064220184,0.7916666666666666,0.7414634146341463,192.0
Materials / EEEs,0.616,0.6111111111111112,0.6135458167330677,126.0
GN&C,0.8252427184466019,0.5821917808219178,0.6827309236947792,146.0
Nonconformity,0.6857142857142857,0.42105263157894735,0.5217391304347826,57.0
micro avg,0.7130320315928038,0.6762380357885975,0.6941478000854335,2403.0
macro avg,0.7028244711251497,0.6484971157130651,0.6696313003898653,2403.0
weighted avg,0.7232578743453245,0.6762380357885975,0.6942272451131394,2403.0
