,precision,recall,f1-score,support
OBDH,0.7607655502392344,0.7607655502392344,0.7607655502392344,209.0
Project Scope,0.5606060606060606,0.5967741935483871,0.578125,62.0
Measurement,0.9265734265734266,0.9106529209621993,0.9185441941074524,291.0
Power,0.7668393782383419,0.7474747474747475,0.7570332480818415,198.0
Cleanliness,0.7142857142857143,0.5952380952380952,0.6493506493506493,42.0
Materials / EEEs,0.7101449275362319,0.6666666666666666,0.6877192982456141,147.0
Safety / Risk (Control),0.7125,0.49137931034482757,0.5816326530612245,116.0
Nonconformity,0.7413793103448276,0.671875,0.7049180327868853,64.0
System engineering,0.56,0.5511811023622047,0.5555555555555556,127.0
Project Organisation / Documentation,0.3956043956043956,0.5142857142857142,0.4472049689440994,70.0
Thermal,0.7127659574468085,0.6907216494845361,0.7015706806282722,97.0
GN&C,0.9271523178807947,0.6194690265486725,0.7427055702917772,226.0
Propulsion,0.896551724137931,0.7647058823529411,0.8253968253968254,68.0
Parameter,0.444,0.6379310344827587,0.5235849056603774,174.0
Structure & Mechanism,0.6285714285714286,0.6214689265536724,0.625,177.0
Telecom.,0.8470588235294118,0.6050420168067226,0.7058823529411765,119.0
Space Environment,0.7865497076023392,0.5822510822510822,0.6691542288557214,462.0
Quality control,0.6974358974358974,0.6634146341463415,0.68,205.0
micro avg,0.7202584568605093,0.6639803784162579,0.690975387420237,2854.0
macro avg,0.7104880344462691,0.6495165307638225,0.6730079841192614,2854.0
weighted avg,0.7406588063708477,0.6639803784162579,0.6941671441154618,2854.0
