,precision,recall,f1-score,support
Structure & Mechanism,0.81,0.5225806451612903,0.6352941176470588,155.0
Project Organisation / Documentation,0.38095238095238093,0.3380281690140845,0.3582089552238806,71.0
Project Scope,0.5166666666666667,0.775,0.62,80.0
Power,0.6480446927374302,0.6783625730994152,0.6628571428571428,171.0
Quality control,0.7330677290836654,0.7131782945736435,0.7229862475442044,258.0
Parameter,0.5117647058823529,0.41037735849056606,0.45549738219895286,212.0
Propulsion,0.8059701492537313,0.6923076923076923,0.7448275862068966,78.0
Safety / Risk (Control),0.7445255474452555,0.68,0.710801393728223,150.0
Cleanliness,0.5692307692307692,0.74,0.6434782608695652,50.0
Materials / EEEs,0.6382978723404256,0.7563025210084033,0.6923076923076923,119.0
System engineering,0.5956284153005464,0.689873417721519,0.6392961876832844,158.0
OBDH,0.6035714285714285,0.7544642857142857,0.6706349206349206,224.0
Telecom.,0.6532258064516129,0.47928994082840237,0.552901023890785,169.0
Space Environment,0.7346534653465346,0.7303149606299213,0.7324777887462981,508.0
Measurement,0.96,0.8674698795180723,0.9113924050632911,249.0
Nonconformity,0.6615384615384615,0.671875,0.6666666666666666,64.0
Thermal,0.68,0.8415841584158416,0.7522123893805309,101.0
GN&C,0.6638655462184874,0.5766423357664233,0.6171875,137.0
micro avg,0.6817403220280918,0.6736628300609343,0.677677507236506,2954.0
macro avg,0.6617224242788748,0.6620917351249757,0.6549459811471885,2954.0
weighted avg,0.6889817631322169,0.6736628300609343,0.67573619009496,2954.0
