,precision,recall,f1-score,support
Telecom.,0.8,0.5751633986928104,0.6692015209125475,153.0
Structure & Mechanism,0.7027027027027027,0.6153846153846154,0.6561514195583596,169.0
Project Scope,0.6351351351351351,0.5595238095238095,0.5949367088607594,84.0
OBDH,0.6018957345971564,0.8089171974522293,0.6902173913043478,157.0
Materials / EEEs,0.5202702702702703,0.5923076923076923,0.5539568345323741,130.0
Quality control,0.6325757575757576,0.7167381974248928,0.6720321931589537,233.0
GN&C,0.6953125,0.7295081967213115,0.712,122.0
Power,0.7228915662650602,0.7142857142857143,0.718562874251497,252.0
Cleanliness,0.6666666666666666,0.717948717948718,0.691358024691358,39.0
Space Environment,0.7258064516129032,0.7867132867132867,0.7550335570469798,286.0
Safety / Risk (Control),0.7674418604651163,0.6226415094339622,0.6875,106.0
Thermal,0.8041237113402062,0.8666666666666667,0.8342245989304813,90.0
Measurement,0.9293478260869565,0.890625,0.9095744680851063,192.0
Propulsion,0.7980769230769231,0.6240601503759399,0.70042194092827,133.0
System engineering,0.6335877862595419,0.6014492753623188,0.6171003717472119,138.0
Parameter,0.5235602094240838,0.46296296296296297,0.4914004914004914,216.0
Project Organisation / Documentation,0.49122807017543857,0.45161290322580644,0.47058823529411764,124.0
Nonconformity,0.38,0.475,0.4222222222222222,40.0
micro avg,0.6770162817114729,0.6711711711711712,0.6740810556079171,2664.0
macro avg,0.6683679539807733,0.6561949608045965,0.6581379362736155,2664.0
weighted avg,0.6830119575823027,0.6711711711711712,0.6731803108474529,2664.0
