,precision,recall,f1-score,support
Materials / EEEs,0.6808510638297872,0.7441860465116279,0.7111111111111111,172.0
System engineering,0.7029702970297029,0.6068376068376068,0.6513761467889908,117.0
Quality control,0.6233766233766234,0.75,0.6808510638297872,192.0
Cleanliness,0.8,0.8125,0.8062015503875969,64.0
Power,0.641860465116279,0.6272727272727273,0.6344827586206897,220.0
Project Scope,0.6133333333333333,0.4107142857142857,0.4919786096256685,112.0
Propulsion,0.7701149425287356,0.6442307692307693,0.7015706806282722,104.0
Space Environment,0.7412280701754386,0.6035714285714285,0.6653543307086615,280.0
Parameter,0.45751633986928103,0.5263157894736842,0.48951048951048953,133.0
Nonconformity,0.5384615384615384,0.5833333333333334,0.56,48.0
OBDH,0.7188940092165899,0.8253968253968254,0.7684729064039408,189.0
Structure & Mechanism,0.7016129032258065,0.5958904109589042,0.6444444444444445,146.0
Safety / Risk (Control),0.6814814814814815,0.773109243697479,0.7244094488188977,119.0
GN&C,0.6407766990291263,0.532258064516129,0.5814977973568282,124.0
Telecom.,0.8837209302325582,0.7125,0.7889273356401384,160.0
Project Organisation / Documentation,0.43529411764705883,0.46835443037974683,0.45121951219512196,79.0
Measurement,0.9588235294117647,0.8534031413612565,0.9030470914127424,191.0
Thermal,0.6461538461538462,0.7924528301886793,0.711864406779661,106.0
micro avg,0.6881028938906752,0.6697965571205008,0.6788263283108644,2556.0
macro avg,0.6798038994510529,0.659018162969138,0.6647955380146136,2556.0
weighted avg,0.6966927779066501,0.6697965571205008,0.6784948159835992,2556.0
