,precision,recall,f1-score,support
Safety / Risk (Control),0.6476190476190476,0.7816091954022989,0.7083333333333334,87.0
Structure & Mechanism,0.5952380952380952,0.373134328358209,0.45871559633027525,134.0
Quality control,0.6179775280898876,0.625,0.6214689265536724,176.0
GN&C,0.6519337016574586,0.8137931034482758,0.7239263803680982,145.0
OBDH,0.8975609756097561,0.696969696969697,0.7846481876332623,264.0
Nonconformity,0.36923076923076925,0.7058823529411765,0.48484848484848486,34.0
Thermal,0.6354166666666666,0.8840579710144928,0.7393939393939394,69.0
Propulsion,0.6559139784946236,0.6559139784946236,0.6559139784946236,93.0
Parameter,0.52,0.43333333333333335,0.4727272727272727,180.0
System engineering,0.6106870229007634,0.7619047619047619,0.6779661016949152,105.0
Materials / EEEs,0.5648148148148148,0.6777777777777778,0.6161616161616161,90.0
Cleanliness,0.6567164179104478,0.7857142857142857,0.7154471544715447,56.0
Measurement,0.934010152284264,0.8761904761904762,0.9041769041769042,210.0
Telecom.,0.5769230769230769,0.8333333333333334,0.6818181818181818,90.0
Project Scope,0.7066666666666667,0.5760869565217391,0.6347305389221557,92.0
Power,0.5879396984924623,0.7959183673469388,0.6763005780346821,147.0
Project Organisation / Documentation,0.5,0.45348837209302323,0.47560975609756095,86.0
Space Environment,0.7145748987854251,0.7673913043478261,0.740041928721174,460.0
micro avg,0.6676783004552352,0.698967434471803,0.682964687621265,2518.0
macro avg,0.6357346395213459,0.6943055330662372,0.6540127144323165,2518.0
weighted avg,0.6792274061955628,0.698967434471803,0.6812000559475654,2518.0
