,precision,recall,f1-score,support
Materials / EEEs,0.7058823529411765,0.6910994764397905,0.6984126984126984,191.0
Safety / Risk (Control),0.6974789915966386,0.6194029850746269,0.6561264822134387,134.0
Power,0.6813725490196079,0.8323353293413174,0.7493261455525606,167.0
Telecom.,0.6521739130434783,0.5844155844155844,0.6164383561643836,77.0
OBDH,0.7258064516129032,0.7180851063829787,0.7219251336898396,188.0
Cleanliness,0.38271604938271603,0.7209302325581395,0.5,43.0
Structure & Mechanism,0.7071428571428572,0.6073619631901841,0.6534653465346535,163.0
Nonconformity,0.5357142857142857,0.4838709677419355,0.5084745762711864,62.0
Measurement,0.85625,0.9383561643835616,0.8954248366013072,146.0
Quality control,0.719047619047619,0.7475247524752475,0.7330097087378641,202.0
GN&C,0.7272727272727273,0.6616541353383458,0.6929133858267716,133.0
Thermal,0.6722689075630253,0.8163265306122449,0.7373271889400922,98.0
Space Environment,0.7348837209302326,0.6528925619834711,0.6914660831509847,242.0
Project Scope,0.5957446808510638,0.6153846153846154,0.6054054054054054,91.0
System engineering,0.6693548387096774,0.6484375,0.6587301587301587,128.0
Parameter,0.4444444444444444,0.42424242424242425,0.43410852713178294,132.0
Project Organisation / Documentation,0.4318181818181818,0.5757575757575758,0.4935064935064935,66.0
Propulsion,0.6896551724137931,0.5333333333333333,0.6015037593984962,75.0
micro avg,0.6707679253288078,0.676218990590248,0.673482428115016,2338.0
macro avg,0.6460570968613571,0.6595228465919654,0.6470869047926732,2338.0
weighted avg,0.6771479430379648,0.676218990590248,0.6732803279181112,2338.0
