,precision,recall,f1-score,support
Measurement,0.9642857142857143,0.9204545454545454,0.9418604651162791,176.0
Propulsion,0.7058823529411765,0.631578947368421,0.6666666666666666,95.0
Materials / EEEs,0.7904191616766467,0.6666666666666666,0.7232876712328767,198.0
Space Environment,0.7952941176470588,0.8756476683937824,0.8335388409371147,386.0
Cleanliness,0.74,0.7872340425531915,0.7628865979381443,94.0
OBDH,0.7327327327327328,0.7240356083086054,0.7283582089552239,337.0
Telecom.,0.5029239766081871,0.8349514563106796,0.6277372262773723,103.0
Structure & Mechanism,0.43902439024390244,0.6428571428571429,0.5217391304347826,140.0
Nonconformity,0.603448275862069,0.5223880597014925,0.56,67.0
Thermal,0.7636363636363637,0.7924528301886793,0.7777777777777778,106.0
Project Scope,0.6338028169014085,0.6428571428571429,0.6382978723404256,70.0
System engineering,0.6597938144329897,0.5663716814159292,0.6095238095238096,113.0
Power,0.7336448598130841,0.785,0.7584541062801933,200.0
Parameter,0.5448717948717948,0.45698924731182794,0.49707602339181284,186.0
Safety / Risk (Control),0.7692307692307693,0.5806451612903226,0.6617647058823529,155.0
GN&C,0.7523809523809524,0.6220472440944882,0.6810344827586207,127.0
Project Organisation / Documentation,0.425531914893617,0.5128205128205128,0.46511627906976744,78.0
Quality control,0.672,0.7636363636363637,0.7148936170212766,220.0
micro avg,0.6948051948051948,0.7130831287267625,0.7038255149731695,2851.0
macro avg,0.6793835560088036,0.6849241289572108,0.6761118600891387,2851.0
weighted avg,0.7064904596348724,0.7130831287267625,0.7047405183152515,2851.0
