,precision,recall,f1-score,support
Quality control,0.6775510204081633,0.7867298578199052,0.7280701754385965,211.0
Space Environment,0.72,0.7590361445783133,0.7390029325513197,332.0
System engineering,0.4913294797687861,0.6204379562043796,0.5483870967741935,137.0
Materials / EEEs,0.6810344827586207,0.6810344827586207,0.6810344827586207,232.0
Safety / Risk (Control),0.609375,0.5909090909090909,0.6,132.0
Parameter,0.3505747126436782,0.39869281045751637,0.3730886850152905,153.0
Nonconformity,0.45588235294117646,0.6326530612244898,0.5299145299145299,49.0
GN&C,0.7235294117647059,0.6949152542372882,0.7089337175792507,177.0
Power,0.7169811320754716,0.8201438848920863,0.7651006711409396,139.0
Project Organisation / Documentation,0.5977011494252874,0.4369747899159664,0.5048543689320388,119.0
Propulsion,0.56,0.5773195876288659,0.5685279187817259,97.0
Cleanliness,0.7543859649122807,0.8431372549019608,0.7962962962962963,51.0
Measurement,0.9385245901639344,0.870722433460076,0.903353057199211,263.0
OBDH,0.7094017094017094,0.8217821782178217,0.7614678899082569,202.0
Structure & Mechanism,0.6619718309859155,0.5340909090909091,0.5911949685534591,176.0
Project Scope,0.6770833333333334,0.5652173913043478,0.6161137440758294,115.0
Thermal,0.631578947368421,0.5581395348837209,0.5925925925925926,43.0
Telecom.,0.7830188679245284,0.5845070422535211,0.6693548387096774,142.0
micro avg,0.6707099536211202,0.6787003610108303,0.6746815000897183,2770.0
macro avg,0.6522179992153341,0.6542468702632711,0.6487382203456571,2770.0
weighted avg,0.6780590565621896,0.6787003610108303,0.6746740344797878,2770.0
