,precision,recall,f1-score,support
GN&C,0.7894736842105263,0.5555555555555556,0.6521739130434783,108.0
Measurement,0.9808612440191388,0.9151785714285714,0.9468822170900693,224.0
Propulsion,0.7641509433962265,0.6923076923076923,0.726457399103139,117.0
Project Organisation / Documentation,0.5904761904761905,0.5254237288135594,0.5560538116591929,118.0
Structure & Mechanism,0.41089108910891087,0.6240601503759399,0.4955223880597015,133.0
Space Environment,0.7486033519553073,0.7243243243243244,0.7362637362637363,370.0
Power,0.6748768472906403,0.7611111111111111,0.7154046997389034,180.0
Quality control,0.7741935483870968,0.7272727272727273,0.75,231.0
Parameter,0.5232067510548524,0.6631016042780749,0.5849056603773585,187.0
Materials / EEEs,0.59375,0.6263736263736264,0.6096256684491979,91.0
Telecom.,0.625,0.625,0.625,136.0
Thermal,0.7631578947368421,0.8169014084507042,0.7891156462585034,71.0
Safety / Risk (Control),0.6923076923076923,0.5625,0.6206896551724138,128.0
Nonconformity,0.717391304347826,0.532258064516129,0.6111111111111112,62.0
System engineering,0.6647058823529411,0.7847222222222222,0.7197452229299363,144.0
OBDH,0.7344262295081967,0.8028673835125448,0.7671232876712328,279.0
Cleanliness,0.7794117647058824,0.6708860759493671,0.7210884353741497,79.0
Project Scope,0.6464646464646465,0.6881720430107527,0.6666666666666666,93.0
micro avg,0.6921436189121933,0.707742639040349,0.6998562185478073,2751.0
macro avg,0.6929638369068287,0.6832231271946057,0.6829905288315995,2751.0
weighted avg,0.7060968010746517,0.707742639040349,0.7027791844426557,2751.0
