,precision,recall,f1-score,support
GN&C,0.776,0.6879432624113475,0.7293233082706767,141.0
Structure & Mechanism,0.6403508771929824,0.503448275862069,0.5637065637065637,145.0
Power,0.6590909090909091,0.8345323741007195,0.7365079365079366,139.0
Thermal,0.6689655172413793,0.8899082568807339,0.7637795275590551,109.0
OBDH,0.6678700361010831,0.8851674641148325,0.7613168724279835,209.0
Project Organisation / Documentation,0.3523809523809524,0.42045454545454547,0.38341968911917096,88.0
Cleanliness,0.6557377049180327,0.6896551724137931,0.6722689075630253,58.0
Nonconformity,0.5555555555555556,0.5,0.5263157894736842,40.0
Materials / EEEs,0.7169811320754716,0.8837209302325582,0.7916666666666666,86.0
System engineering,0.4827586206896552,0.44680851063829785,0.46408839779005523,94.0
Parameter,0.5283018867924528,0.5316455696202531,0.5299684542586751,158.0
Quality control,0.704225352112676,0.7425742574257426,0.7228915662650602,202.0
Telecom.,0.86,0.6482412060301508,0.7392550143266475,199.0
Safety / Risk (Control),0.7304964539007093,0.6560509554140127,0.6912751677852349,157.0
Project Scope,0.5588235294117647,0.475,0.5135135135135135,80.0
Measurement,0.9307692307692308,0.9097744360902256,0.9201520912547528,266.0
Propulsion,0.7,0.6829268292682927,0.691358024691358,82.0
Space Environment,0.7877906976744186,0.8041543026706232,0.7958883994126285,337.0
micro avg,0.7011711371363808,0.7166023166023165,0.7088027496658392,2590.0
macro avg,0.6653388031059596,0.6773336860348999,0.6664831050329272,2590.0
weighted avg,0.707110400948873,0.7166023166023165,0.706932427466635,2590.0
