,precision,recall,f1-score,support
OBDH,0.7894736842105263,0.676056338028169,0.7283763277693475,355.0
System engineering,0.6972477064220184,0.6666666666666666,0.6816143497757847,114.0
Cleanliness,0.8441558441558441,0.9848484848484849,0.9090909090909091,66.0
Structure & Mechanism,0.36036036036036034,0.40816326530612246,0.3827751196172249,98.0
Space Environment,0.6824034334763949,0.7395348837209302,0.7098214285714286,215.0
Quality control,0.7058823529411765,0.7839195979899497,0.7428571428571429,199.0
Measurement,0.9120879120879121,0.8829787234042553,0.8972972972972973,188.0
Propulsion,0.8867924528301887,0.5595238095238095,0.6861313868613139,84.0
Parameter,0.4602272727272727,0.50625,0.48214285714285715,160.0
Safety / Risk (Control),0.6707317073170732,0.4954954954954955,0.5699481865284974,111.0
Materials / EEEs,0.5594405594405595,0.8602150537634409,0.6779661016949152,93.0
GN&C,0.7096774193548387,0.7801418439716312,0.7432432432432432,141.0
Thermal,0.8227848101265823,0.8552631578947368,0.8387096774193549,76.0
Telecom.,0.6666666666666666,0.694300518134715,0.6802030456852792,193.0
Project Organisation / Documentation,0.5238095238095238,0.5945945945945946,0.5569620253164557,74.0
Nonconformity,0.4339622641509434,0.5227272727272727,0.4742268041237113,44.0
Power,0.8085106382978723,0.7354838709677419,0.7702702702702703,155.0
Project Scope,0.41379310344827586,0.5393258426966292,0.4682926829268293,89.0
micro avg,0.6757936507936508,0.6936863543788188,0.6846231155778895,2455.0
macro avg,0.6637782062124461,0.6825271899852581,0.6666627142328813,2455.0
weighted avg,0.6905542893966978,0.6936863543788188,0.6871626007110111,2455.0
