,precision,recall,f1-score,support
Measurement,0.8654970760233918,0.9308176100628931,0.896969696969697,159.0
GN&C,0.5921052631578947,0.6428571428571429,0.6164383561643836,70.0
Space Environment,0.8345864661654135,0.8505747126436781,0.8425047438330171,261.0
Safety / Risk (Control),0.6818181818181818,0.7281553398058253,0.704225352112676,103.0
Nonconformity,0.58,0.6444444444444445,0.6105263157894737,45.0
Thermal,0.6804123711340206,0.7857142857142857,0.7292817679558011,84.0
Propulsion,0.7272727272727273,0.6779661016949152,0.7017543859649122,59.0
Quality control,0.7631578947368421,0.7512953367875648,0.7571801566579635,193.0
Telecom.,0.9026548672566371,0.8292682926829268,0.864406779661017,123.0
Parameter,0.6111111111111112,0.650887573964497,0.6303724928366762,169.0
Cleanliness,0.4838709677419355,0.7317073170731707,0.5825242718446602,41.0
OBDH,0.8370786516853933,0.7883597883597884,0.8119891008174387,189.0
Structure & Mechanism,0.5384615384615384,0.4772727272727273,0.5060240963855421,176.0
System engineering,0.6146788990825688,0.6504854368932039,0.6320754716981132,103.0
Project Scope,0.7222222222222222,0.7338709677419355,0.728,124.0
Project Organisation / Documentation,0.4852941176470588,0.673469387755102,0.5641025641025641,49.0
Materials / EEEs,0.7455621301775148,0.7544910179640718,0.75,167.0
Power,0.8733333333333333,0.7751479289940828,0.8213166144200627,169.0
micro avg,0.7278589853826312,0.7412434325744308,0.7344902386117137,2284.0
macro avg,0.6966176566126547,0.7264880784840142,0.7083162315118887,2284.0
weighted avg,0.7339921990972218,0.7412434325744308,0.7359038600254159,2284.0
