,precision,recall,f1-score,support
Telecom.,0.7924528301886793,0.8484848484848485,0.8195121951219512,99.0
Space Environment,0.8556149732620321,0.898876404494382,0.8767123287671232,356.0
GN&C,0.6702127659574468,0.6,0.6331658291457286,105.0
Project Scope,0.5376344086021505,0.7352941176470589,0.6211180124223602,68.0
System engineering,0.6388888888888888,0.6509433962264151,0.6448598130841121,106.0
Structure & Mechanism,0.5063291139240507,0.6451612903225806,0.5673758865248227,124.0
Measurement,0.8977272727272727,0.8926553672316384,0.8951841359773371,177.0
Materials / EEEs,0.7346938775510204,0.7058823529411765,0.72,153.0
Cleanliness,0.76,0.7402597402597403,0.75,77.0
Thermal,0.7741935483870968,0.782608695652174,0.7783783783783784,92.0
Parameter,0.5275590551181102,0.3806818181818182,0.44224422442244227,176.0
Quality control,0.6779661016949152,0.7441860465116279,0.7095343680709535,215.0
Power,0.8097826086956522,0.8418079096045198,0.8254847645429363,177.0
Safety / Risk (Control),0.7588652482269503,0.7430555555555556,0.7508771929824561,144.0
Nonconformity,0.5714285714285714,0.5245901639344263,0.5470085470085471,61.0
OBDH,0.8518518518518519,0.8652037617554859,0.8584758942457231,319.0
Project Organisation / Documentation,0.5301204819277109,0.5945945945945946,0.5605095541401274,74.0
Propulsion,0.8636363636363636,0.6867469879518072,0.7651006711409396,83.0
micro avg,0.7394926164331692,0.749424405218726,0.7444253859348199,2606.0
macro avg,0.7088309978927091,0.7156129472972139,0.7091967664431077,2606.0
weighted avg,0.7407029204567344,0.749424405218726,0.7426946555441816,2606.0
