,precision,recall,f1-score,support
Project Scope,0.6,0.6407766990291263,0.6197183098591549,103.0
GN&C,0.5328467153284672,0.7156862745098039,0.6108786610878661,102.0
Thermal,0.7468354430379747,0.7468354430379747,0.7468354430379747,79.0
Structure & Mechanism,0.5321100917431193,0.5178571428571429,0.5248868778280543,112.0
Power,0.7047619047619048,0.6607142857142857,0.6820276497695853,112.0
Parameter,0.5739644970414202,0.5,0.5344352617079889,194.0
Quality control,0.7772511848341233,0.6890756302521008,0.7305122494432071,238.0
System engineering,0.6435643564356436,0.5508474576271186,0.593607305936073,118.0
Safety / Risk (Control),0.7397260273972602,0.7883211678832117,0.7632508833922261,137.0
Propulsion,0.5783132530120482,0.8135593220338984,0.676056338028169,59.0
Measurement,0.8984771573604061,0.8894472361809045,0.8939393939393939,199.0
Project Organisation / Documentation,0.4461538461538462,0.48333333333333334,0.464,60.0
Materials / EEEs,0.7358490566037735,0.78,0.7572815533980582,100.0
Space Environment,0.8228699551569507,0.835990888382688,0.8293785310734463,439.0
Telecom.,0.6057692307692307,0.9130434782608695,0.7283236994219653,69.0
Cleanliness,0.8148148148148148,0.6666666666666666,0.7333333333333333,33.0
Nonconformity,0.6862745098039216,0.7608695652173914,0.7216494845360825,46.0
OBDH,0.8,0.7090909090909091,0.7518072289156627,220.0
micro avg,0.7124129455141336,0.718595041322314,0.7154906397860522,2420.0
macro avg,0.6799767802363836,0.7034508611154124,0.6867734558171246,2420.0
weighted avg,0.7182087020869178,0.718595041322314,0.7152738931530112,2420.0
