,precision,recall,f1-score,support
GN&C,0.6440677966101694,0.6551724137931034,0.6495726495726496,116.0
Space Environment,0.7417582417582418,0.8653846153846154,0.7988165680473372,468.0
Nonconformity,0.676923076923077,0.7213114754098361,0.6984126984126984,61.0
System engineering,0.6709677419354839,0.6842105263157895,0.6775244299674267,152.0
Parameter,0.6078431372549019,0.465,0.5269121813031161,200.0
Materials / EEEs,0.7798165137614679,0.85,0.8133971291866029,100.0
Quality control,0.7551020408163265,0.7520325203252033,0.7535641547861507,246.0
OBDH,0.7729257641921398,0.84688995215311,0.8082191780821918,209.0
Project Scope,0.4789915966386555,0.7307692307692307,0.5786802030456852,78.0
Measurement,0.9444444444444444,0.8571428571428571,0.8986784140969163,238.0
Cleanliness,0.7222222222222222,0.5909090909090909,0.65,44.0
Thermal,0.7419354838709677,0.8214285714285714,0.7796610169491526,84.0
Power,0.6104651162790697,0.6687898089171974,0.6382978723404256,157.0
Propulsion,0.6376811594202898,0.676923076923077,0.6567164179104478,65.0
Structure & Mechanism,0.6486486486486487,0.5,0.5647058823529412,144.0
Project Organisation / Documentation,0.49122807017543857,0.4444444444444444,0.4666666666666667,63.0
Telecom.,0.782608695652174,0.6878980891719745,0.7322033898305085,157.0
Safety / Risk (Control),0.7552447552447552,0.7883211678832117,0.7714285714285715,137.0
micro avg,0.7173756308579669,0.7318867230599485,0.7245585290369562,2719.0
macro avg,0.6923819169915819,0.700368213387295,0.692414301332194,2719.0
weighted avg,0.7194570215039662,0.7318867230599485,0.722020183566227,2719.0
