,precision,recall,f1-score,support
Quality control,0.8577405857740585,0.7536764705882353,0.8023483365949119,272.0
Telecom.,0.7899159663865546,0.7121212121212122,0.749003984063745,132.0
Nonconformity,0.55,0.6226415094339622,0.584070796460177,53.0
Space Environment,0.8461538461538461,0.7839080459770115,0.8138424821002387,435.0
Thermal,0.8020833333333334,0.7938144329896907,0.7979274611398963,97.0
Power,0.7304347826086957,0.6511627906976745,0.6885245901639344,129.0
Project Organisation / Documentation,0.6666666666666666,0.5535714285714286,0.6048780487804878,112.0
Propulsion,0.547945205479452,0.5882352941176471,0.5673758865248227,68.0
Project Scope,0.6435643564356436,0.6770833333333334,0.6598984771573604,96.0
Parameter,0.5454545454545454,0.5151515151515151,0.5298701298701298,198.0
Measurement,0.9230769230769231,0.84375,0.8816326530612245,256.0
OBDH,0.6923076923076923,0.8181818181818182,0.75,154.0
Structure & Mechanism,0.5481481481481482,0.5401459854014599,0.5441176470588235,137.0
Materials / EEEs,0.6571428571428571,0.7840909090909091,0.7150259067357513,88.0
GN&C,0.5161290322580645,0.7272727272727273,0.6037735849056604,88.0
System engineering,0.5441176470588235,0.7474747474747475,0.6297872340425532,99.0
Safety / Risk (Control),0.6074766355140186,0.7647058823529411,0.6770833333333334,85.0
Cleanliness,0.6590909090909091,0.7837837837837838,0.7160493827160493,74.0
micro avg,0.7119753561802079,0.7186164010882239,0.7152804642166344,2573.0
macro avg,0.6737471740494574,0.7033762159188943,0.6841783297060611,2573.0
weighted avg,0.7244779428504995,0.7186164010882239,0.7180647836868037,2573.0
