,precision,recall,f1-score,support
System engineering,0.5533980582524272,0.7125,0.6229508196721312,80.0
Propulsion,0.8888888888888888,0.64,0.7441860465116279,75.0
GN&C,0.76,0.6129032258064516,0.6785714285714286,155.0
Quality control,0.7685185185185185,0.83,0.7980769230769231,200.0
Structure & Mechanism,0.6516129032258065,0.5372340425531915,0.5889212827988338,188.0
Project Scope,0.6025641025641025,0.746031746031746,0.6666666666666666,63.0
Safety / Risk (Control),0.7397260273972602,0.7012987012987013,0.72,77.0
OBDH,0.7734806629834254,0.7954545454545454,0.7843137254901961,176.0
Thermal,0.8521739130434782,0.8448275862068966,0.8484848484848485,116.0
Telecom.,0.6464646464646465,0.7804878048780488,0.7071823204419889,82.0
Space Environment,0.7688172043010753,0.680952380952381,0.7222222222222222,210.0
Measurement,0.9186046511627907,0.9294117647058824,0.9239766081871345,170.0
Cleanliness,0.6363636363636364,0.4666666666666667,0.5384615384615384,15.0
Power,0.8769230769230769,0.8221153846153846,0.8486352357320099,208.0
Project Organisation / Documentation,0.41836734693877553,0.6612903225806451,0.5125,62.0
Materials / EEEs,0.6018518518518519,0.7738095238095238,0.6770833333333334,84.0
Parameter,0.4497354497354497,0.68,0.5414012738853503,125.0
Nonconformity,0.7115384615384616,0.5967741935483871,0.6491228070175439,62.0
micro avg,0.7135746606334842,0.734171322160149,0.7237264800367141,2148.0
macro avg,0.7010571888974262,0.7117643271726918,0.6984865044752099,2148.0
weighted avg,0.7328897858756057,0.734171322160149,0.7276350559112926,2148.0
