,precision,recall,f1-score,support
OBDH,0.7104072398190046,0.7696078431372549,0.7388235294117647,204.0
Propulsion,0.9152542372881356,0.6352941176470588,0.75,85.0
GN&C,0.7563025210084033,0.8181818181818182,0.7860262008733624,110.0
Space Environment,0.8549019607843137,0.7569444444444444,0.8029465930018416,288.0
Nonconformity,0.5238095238095238,0.6666666666666666,0.5866666666666667,33.0
Power,0.8035714285714286,0.7317073170731707,0.7659574468085106,123.0
Telecom.,0.7211538461538461,0.7731958762886598,0.746268656716418,97.0
Materials / EEEs,0.7016129032258065,0.7631578947368421,0.7310924369747899,114.0
Thermal,0.7727272727272727,0.7391304347826086,0.7555555555555555,92.0
Cleanliness,0.8787878787878788,0.725,0.7945205479452054,40.0
Structure & Mechanism,0.46153846153846156,0.64,0.5363128491620112,75.0
Project Scope,0.73,0.6460176991150443,0.6854460093896714,113.0
System engineering,0.6304347826086957,0.5471698113207547,0.5858585858585859,106.0
Parameter,0.5345911949685535,0.5743243243243243,0.5537459283387622,148.0
Quality control,0.7873303167420814,0.725,0.754880694143167,240.0
Measurement,0.8888888888888888,0.8936170212765957,0.8912466843501327,188.0
Safety / Risk (Control),0.7191011235955056,0.7441860465116279,0.7314285714285714,86.0
Project Organisation / Documentation,0.5068493150684932,0.5,0.5034013605442177,74.0
micro avg,0.7312271062271062,0.7206678700361011,0.725909090909091,2216.0
macro avg,0.7165146053103496,0.7027334064170483,0.7055654620649574,2216.0
weighted avg,0.7413803469752749,0.7206678700361011,0.728065599594869,2216.0
