,precision,recall,f1-score,support
GN&C,0.8444444444444444,0.6666666666666666,0.7450980392156863,114.0
Materials / EEEs,0.8698630136986302,0.7175141242937854,0.7863777089783281,177.0
Structure & Mechanism,0.4262295081967213,0.6753246753246753,0.5226130653266332,77.0
Nonconformity,0.639344262295082,0.639344262295082,0.639344262295082,61.0
Parameter,0.5849056603773585,0.6413793103448275,0.6118421052631579,145.0
Measurement,0.7936507936507936,0.8771929824561403,0.8333333333333334,114.0
Cleanliness,0.8695652173913043,0.5970149253731343,0.7079646017699115,67.0
Telecom.,0.7131782945736435,0.6764705882352942,0.6943396226415094,136.0
OBDH,0.7265917602996255,0.7607843137254902,0.7432950191570882,255.0
Power,0.6971830985915493,0.908256880733945,0.7888446215139442,109.0
Project Organisation / Documentation,0.5769230769230769,0.45454545454545453,0.5084745762711864,99.0
Safety / Risk (Control),0.7282608695652174,0.7362637362637363,0.73224043715847,91.0
Propulsion,0.7007874015748031,0.839622641509434,0.7639484978540773,106.0
Space Environment,0.8243243243243243,0.8061674008810573,0.8151447661469933,227.0
Quality control,0.7647058823529411,0.7489711934156379,0.7567567567567568,243.0
Project Scope,0.6825396825396826,0.7107438016528925,0.6963562753036437,121.0
Thermal,0.8591549295774648,0.8243243243243243,0.8413793103448276,74.0
System engineering,0.7867647058823529,0.6257309941520468,0.6970684039087948,171.0
micro avg,0.7283431455004206,0.7255969836614998,0.7269674711437566,2387.0
macro avg,0.7271342736810564,0.717017682010757,0.7158011890688568,2387.0
weighted avg,0.7394988890370954,0.7255969836614998,0.7277241246915331,2387.0
