,precision,recall,f1-score,support
Telecom.,0.5878378378378378,0.6397058823529411,0.6126760563380281,136.0
Nonconformity,0.6307692307692307,0.6721311475409836,0.6507936507936508,61.0
OBDH,0.6756756756756757,0.6862745098039216,0.6809338521400778,255.0
GN&C,0.7766990291262136,0.7017543859649122,0.7373271889400922,114.0
Thermal,0.8714285714285714,0.8243243243243243,0.8472222222222222,74.0
Measurement,0.7933884297520661,0.8421052631578947,0.8170212765957446,114.0
Quality control,0.7574468085106383,0.7325102880658436,0.7447698744769874,243.0
Project Scope,0.6532258064516129,0.6694214876033058,0.6612244897959184,121.0
Power,0.6875,0.908256880733945,0.782608695652174,109.0
Cleanliness,0.8163265306122449,0.5970149253731343,0.6896551724137931,67.0
Structure & Mechanism,0.4594594594594595,0.6623376623376623,0.5425531914893617,77.0
Safety / Risk (Control),0.775,0.6813186813186813,0.7251461988304093,91.0
System engineering,0.7315436241610739,0.6374269005847953,0.68125,171.0
Materials / EEEs,0.8385093167701864,0.7627118644067796,0.7988165680473372,177.0
Space Environment,0.8349514563106796,0.7577092511013216,0.7944572748267898,227.0
Propulsion,0.717741935483871,0.839622641509434,0.7739130434782608,106.0
Parameter,0.5483870967741935,0.5862068965517241,0.5666666666666667,145.0
Project Organisation / Documentation,0.5730337078651685,0.5151515151515151,0.5425531914893617,99.0
micro avg,0.7070622649394066,0.708839547549225,0.7079497907949791,2387.0
macro avg,0.7071624731660402,0.7064435837712845,0.7027549230109376,2387.0
weighted avg,0.715627023272193,0.708839547549225,0.7092393566459056,2387.0
