,precision,recall,f1-score,support
Propulsion,0.8157894736842105,0.7045454545454546,0.7560975609756098,88.0
Project Scope,0.75,0.4722222222222222,0.5795454545454546,108.0
Thermal,0.5950413223140496,0.782608695652174,0.676056338028169,92.0
GN&C,0.6593406593406593,0.5405405405405406,0.594059405940594,111.0
Quality control,0.6875,0.75,0.717391304347826,176.0
OBDH,0.75,0.8863636363636364,0.8125,176.0
Cleanliness,0.6417910447761194,0.8269230769230769,0.7226890756302521,52.0
Safety / Risk (Control),0.7596899224806202,0.8672566371681416,0.8099173553719008,113.0
Measurement,0.9712643678160919,0.9337016574585635,0.952112676056338,181.0
Project Organisation / Documentation,0.582089552238806,0.5492957746478874,0.5652173913043478,71.0
Telecom.,0.8461538461538461,0.8287671232876712,0.8373702422145328,146.0
System engineering,0.6290322580645161,0.6902654867256637,0.6582278481012658,113.0
Power,0.8313253012048193,0.71875,0.770949720670391,192.0
Nonconformity,0.5636363636363636,0.7209302325581395,0.6326530612244898,43.0
Parameter,0.5153846153846153,0.5193798449612403,0.5173745173745173,129.0
Structure & Mechanism,0.7297297297297297,0.6044776119402985,0.6612244897959184,134.0
Materials / EEEs,0.6882352941176471,0.785234899328859,0.7335423197492164,149.0
Space Environment,0.7876106194690266,0.6496350364963503,0.712,274.0
micro avg,0.7303710094909405,0.7210391822827938,0.725675096442349,2348.0
macro avg,0.7113119094672844,0.712827662823329,0.7060515978517122,2348.0
weighted avg,0.7372896459838736,0.7210391822827938,0.7238853891121437,2348.0
