,precision,recall,f1-score,support
Telecom.,0.7309941520467836,0.6476683937823834,0.6868131868131868,193.0
Quality control,0.7155555555555555,0.8090452261306532,0.7594339622641509,199.0
Measurement,0.8534031413612565,0.8670212765957447,0.8601583113456465,188.0
Cleanliness,0.8311688311688312,0.9696969696969697,0.8951048951048951,66.0
Propulsion,0.8709677419354839,0.6428571428571429,0.7397260273972602,84.0
GN&C,0.7452229299363057,0.8297872340425532,0.785234899328859,141.0
OBDH,0.8491803278688524,0.7295774647887324,0.7848484848484848,355.0
Parameter,0.46411483253588515,0.60625,0.5257452574525745,160.0
Power,0.7445255474452555,0.6580645161290323,0.6986301369863014,155.0
Space Environment,0.6219512195121951,0.7116279069767442,0.6637744034707158,215.0
Nonconformity,0.41935483870967744,0.5909090909090909,0.49056603773584906,44.0
Project Organisation / Documentation,0.4657534246575342,0.4594594594594595,0.46258503401360546,74.0
Thermal,0.7875,0.8289473684210527,0.8076923076923077,76.0
Project Scope,0.532608695652174,0.550561797752809,0.5414364640883977,89.0
Safety / Risk (Control),0.6593406593406593,0.5405405405405406,0.594059405940594,111.0
System engineering,0.680672268907563,0.7105263157894737,0.6952789699570815,114.0
Structure & Mechanism,0.48717948717948717,0.3877551020408163,0.4318181818181818,98.0
Materials / EEEs,0.5570469798657718,0.8924731182795699,0.6859504132231405,93.0
micro avg,0.6850237717908082,0.7042769857433808,0.6945169712793734,2455.0
macro avg,0.6675855907599595,0.6907093846773761,0.6727142433045129,2455.0
weighted avg,0.6974958844724535,0.7042769857433808,0.6956278384126978,2455.0
