,precision,recall,f1-score,support
Parameter,0.4457831325301205,0.556390977443609,0.49498327759197325,133.0
Power,0.6504854368932039,0.6090909090909091,0.6291079812206573,220.0
GN&C,0.7681159420289855,0.4274193548387097,0.5492227979274611,124.0
Measurement,0.9510869565217391,0.9162303664921466,0.9333333333333333,191.0
Cleanliness,0.5952380952380952,0.78125,0.6756756756756757,64.0
Safety / Risk (Control),0.6338028169014085,0.7563025210084033,0.6896551724137931,119.0
Nonconformity,0.5333333333333333,0.6666666666666666,0.5925925925925926,48.0
Telecom.,0.864,0.675,0.7578947368421053,160.0
Space Environment,0.7302325581395349,0.5607142857142857,0.6343434343434343,280.0
Quality control,0.6334841628959276,0.7291666666666666,0.6779661016949152,192.0
OBDH,0.6608695652173913,0.8042328042328042,0.7255369928400954,189.0
Project Scope,0.654320987654321,0.4732142857142857,0.5492227979274611,112.0
Propulsion,0.7849462365591398,0.7019230769230769,0.7411167512690355,104.0
Structure & Mechanism,0.7017543859649122,0.547945205479452,0.6153846153846154,146.0
Project Organisation / Documentation,0.417910447761194,0.35443037974683544,0.3835616438356164,79.0
System engineering,0.6972477064220184,0.6495726495726496,0.672566371681416,117.0
Thermal,0.6066666666666667,0.8584905660377359,0.7109375,106.0
Materials / EEEs,0.6021505376344086,0.6511627906976745,0.6256983240223464,172.0
micro avg,0.6706634692246203,0.6564945226917058,0.6635033610122578,2556.0
macro avg,0.6628571649090224,0.6510668614625507,0.6477111166998071,2556.0
weighted avg,0.6836854853961444,0.6564945226917058,0.6615591364294094,2556.0
