,precision,recall,f1-score,support
Power,0.72,0.8780487804878049,0.7912087912087912,123.0
Propulsion,0.8333333333333334,0.6730769230769231,0.7446808510638298,52.0
Safety / Risk (Control),0.644927536231884,0.7672413793103449,0.7007874015748031,116.0
Project Scope,0.6,0.5487804878048781,0.5732484076433121,82.0
Thermal,0.7428571428571429,0.8041237113402062,0.7722772277227723,97.0
System engineering,0.6379310344827587,0.6379310344827587,0.6379310344827587,116.0
Measurement,0.9325153374233128,0.8888888888888888,0.9101796407185628,171.0
OBDH,0.6730038022813688,0.5939597315436241,0.6310160427807486,298.0
Quality control,0.7666666666666667,0.7340425531914894,0.75,188.0
Telecom.,0.6526315789473685,0.6391752577319587,0.6458333333333334,97.0
Materials / EEEs,0.6785714285714286,0.7480314960629921,0.7116104868913857,127.0
Structure & Mechanism,0.6631578947368421,0.47368421052631576,0.5526315789473685,133.0
Cleanliness,0.7777777777777778,0.875,0.8235294117647058,32.0
Parameter,0.463768115942029,0.5333333333333333,0.49612403100775193,180.0
GN&C,0.730593607305936,0.7142857142857143,0.7223476297968398,224.0
Space Environment,0.4017467248908297,0.696969696969697,0.5096952908587258,132.0
Project Organisation / Documentation,0.5657894736842105,0.5443037974683544,0.5548387096774193,79.0
Nonconformity,0.6296296296296297,0.68,0.6538461538461539,75.0
micro avg,0.6580912863070539,0.6830318690783808,0.6703296703296703,2322.0
macro avg,0.6730500602645845,0.6906042775836267,0.6767658901844035,2322.0
weighted avg,0.6721639837279315,0.6830318690783808,0.6727244543416461,2322.0
