,precision,recall,f1-score,support
Power,0.7783251231527094,0.8102564102564103,0.7939698492462312,195.0
Propulsion,0.6231884057971014,0.46236559139784944,0.5308641975308642,93.0
System engineering,0.4744525547445255,0.5803571428571429,0.5220883534136547,112.0
Quality control,0.6666666666666666,0.8133971291866029,0.7327586206896551,209.0
Project Organisation / Documentation,0.58,0.47540983606557374,0.5225225225225225,61.0
Telecom.,0.5277777777777778,0.5135135135135135,0.5205479452054794,111.0
Space Environment,0.7172995780590717,0.7391304347826086,0.728051391862955,230.0
Project Scope,0.6338028169014085,0.5625,0.5960264900662252,80.0
Thermal,0.6209677419354839,0.8555555555555555,0.719626168224299,90.0
Materials / EEEs,0.42045454545454547,0.5211267605633803,0.46540880503144655,71.0
Nonconformity,0.62,0.5849056603773585,0.6019417475728155,53.0
GN&C,0.7698412698412699,0.697841726618705,0.7320754716981132,139.0
Measurement,0.8731343283582089,0.8731343283582089,0.8731343283582089,134.0
Safety / Risk (Control),0.7213114754098361,0.7857142857142857,0.7521367521367521,112.0
Structure & Mechanism,0.6632653061224489,0.4744525547445255,0.5531914893617021,137.0
Parameter,0.576271186440678,0.46258503401360546,0.5132075471698113,147.0
Cleanliness,0.9310344827586207,0.6506024096385542,0.7659574468085106,83.0
OBDH,0.7780678851174935,0.8119891008174387,0.7946666666666666,367.0
micro avg,0.6865487453722748,0.6885313531353136,0.6875386199794027,2424.0
macro avg,0.6653256191409915,0.6486020819145177,0.6510097663092175,2424.0
weighted avg,0.6904490843092437,0.6885313531353136,0.6847196994050057,2424.0
