,precision,recall,f1-score,support
Telecom.,0.75,0.5586206896551724,0.6403162055335968,145.0
Quality control,0.7580645161290323,0.7580645161290323,0.7580645161290323,248.0
Nonconformity,0.7,0.7101449275362319,0.7050359712230215,69.0
System engineering,0.6683937823834197,0.7206703910614525,0.6935483870967742,179.0
Measurement,0.7876106194690266,0.7672413793103449,0.777292576419214,116.0
Power,0.5025906735751295,0.8016528925619835,0.6178343949044586,121.0
Project Scope,0.6554621848739496,0.6290322580645161,0.6419753086419753,124.0
Cleanliness,0.9206349206349206,0.7160493827160493,0.8055555555555556,81.0
OBDH,0.7103658536585366,0.8411552346570397,0.7702479338842976,277.0
Thermal,0.9146341463414634,0.7894736842105263,0.847457627118644,95.0
Materials / EEEs,0.7513513513513513,0.6619047619047619,0.7037974683544304,210.0
Space Environment,0.6583629893238434,0.7170542635658915,0.686456400742115,258.0
Parameter,0.5714285714285714,0.5569620253164557,0.5641025641025641,158.0
Propulsion,0.7254901960784313,0.5826771653543307,0.6462882096069869,127.0
Safety / Risk (Control),0.6310679611650486,0.6914893617021277,0.6598984771573604,94.0
Structure & Mechanism,0.4198473282442748,0.6179775280898876,0.5,89.0
Project Organisation / Documentation,0.49019607843137253,0.49019607843137253,0.49019607843137253,102.0
GN&C,0.7676767676767676,0.5547445255474452,0.6440677966101694,137.0
micro avg,0.6765145848915483,0.6878326996197719,0.6821266968325792,2630.0
macro avg,0.6879543300425078,0.6758395036563679,0.6751186373061983,2630.0
weighted avg,0.6913695959016215,0.6878326996197719,0.6837118847040119,2630.0
