,precision,recall,f1-score,support
Propulsion,0.5833333333333334,0.5833333333333334,0.5833333333333334,48.0
Project Scope,0.75,0.6086956521739131,0.672,138.0
Thermal,0.6181818181818182,0.8607594936708861,0.7195767195767195,79.0
GN&C,0.8203592814371258,0.7784090909090909,0.7988338192419825,176.0
Telecom.,0.7086614173228346,0.6923076923076923,0.7003891050583657,130.0
Power,0.6481481481481481,0.7394366197183099,0.6907894736842105,142.0
Structure & Mechanism,0.5494505494505495,0.6329113924050633,0.5882352941176471,79.0
Space Environment,0.7092198581560284,0.7281553398058253,0.718562874251497,412.0
Parameter,0.47058823529411764,0.5034965034965035,0.4864864864864865,143.0
Quality control,0.7041420118343196,0.5979899497487438,0.6467391304347826,199.0
Cleanliness,0.7596153846153846,0.79,0.7745098039215687,100.0
Measurement,0.905,0.8960396039603961,0.900497512437811,202.0
Nonconformity,0.4897959183673469,0.5217391304347826,0.5052631578947369,46.0
OBDH,0.7942028985507247,0.8154761904761905,0.8046989720998532,336.0
System engineering,0.4928571428571429,0.5847457627118644,0.5348837209302325,118.0
Safety / Risk (Control),0.7657657657657657,0.7798165137614679,0.7727272727272727,109.0
Materials / EEEs,0.6461538461538462,0.8235294117647058,0.7241379310344828,102.0
Project Organisation / Documentation,0.5412844036697247,0.5619047619047619,0.5514018691588785,105.0
micro avg,0.6938181818181818,0.7162162162162162,0.7048393055042482,2664.0
macro avg,0.664264445174345,0.6943748023657518,0.6762814709105478,2664.0
weighted avg,0.6998606088833984,0.7162162162162162,0.7057741755714858,2664.0
