,precision,recall,f1-score,support
Materials / EEEs,0.7602739726027398,0.578125,0.6568047337278107,192.0
Project Scope,0.6,0.6867469879518072,0.6404494382022472,83.0
Power,0.6622516556291391,0.7352941176470589,0.6968641114982579,136.0
System engineering,0.7592592592592593,0.7365269461077845,0.7477203647416414,167.0
GN&C,0.7946428571428571,0.6267605633802817,0.7007874015748031,142.0
Parameter,0.5252525252525253,0.6153846153846154,0.5667574931880109,169.0
Structure & Mechanism,0.5,0.3790322580645161,0.43119266055045874,124.0
Nonconformity,0.5555555555555556,0.5,0.5263157894736842,40.0
Quality control,0.780952380952381,0.7224669603524229,0.7505720823798627,227.0
Propulsion,0.8181818181818182,0.6792452830188679,0.7422680412371134,53.0
OBDH,0.6276595744680851,0.644808743169399,0.6361185983827493,183.0
Space Environment,0.7347740667976425,0.8423423423423423,0.7848898216159497,444.0
Thermal,0.6578947368421053,0.746268656716418,0.6993006993006993,67.0
Telecom.,0.5961538461538461,0.5391304347826087,0.5662100456621004,115.0
Safety / Risk (Control),0.5583333333333333,0.6633663366336634,0.6063348416289592,101.0
Project Organisation / Documentation,0.43859649122807015,0.3787878787878788,0.4065040650406504,66.0
Cleanliness,0.5,0.8918918918918919,0.6407766990291263,37.0
Measurement,0.90625,0.9027237354085603,0.9044834307992202,257.0
micro avg,0.6905487804878049,0.6961198616980407,0.6933231299024297,2603.0
macro avg,0.6542240040777422,0.6593834862022286,0.6502416843351858,2603.0
weighted avg,0.6951930266212994,0.6961198616980407,0.6913327711678977,2603.0
