,precision,recall,f1-score,support
Space Environment,0.7314410480349345,0.6594488188976378,0.6935817805383023,508.0
Project Scope,0.4921875,0.7875,0.6057692307692307,80.0
System engineering,0.6022099447513812,0.689873417721519,0.6430678466076696,158.0
Cleanliness,0.5588235294117647,0.76,0.6440677966101694,50.0
Telecom.,0.7722772277227723,0.46153846153846156,0.5777777777777777,169.0
Safety / Risk (Control),0.8071428571428572,0.7533333333333333,0.7793103448275862,150.0
Project Organisation / Documentation,0.47297297297297297,0.49295774647887325,0.4827586206896552,71.0
GN&C,0.6796116504854369,0.5109489051094891,0.5833333333333334,137.0
OBDH,0.6639004149377593,0.7142857142857143,0.6881720430107527,224.0
Power,0.5586854460093896,0.695906432748538,0.6197916666666666,171.0
Measurement,0.9324324324324325,0.8313253012048193,0.8789808917197452,249.0
Thermal,0.6046511627906976,0.7722772277227723,0.6782608695652174,101.0
Nonconformity,0.6621621621621622,0.765625,0.7101449275362319,64.0
Quality control,0.7436974789915967,0.686046511627907,0.7137096774193549,258.0
Structure & Mechanism,0.6666666666666666,0.5548387096774193,0.6056338028169014,155.0
Materials / EEEs,0.6592592592592592,0.7478991596638656,0.7007874015748031,119.0
Parameter,0.520618556701031,0.47641509433962265,0.4975369458128079,212.0
Propulsion,0.7540983606557377,0.5897435897435898,0.6618705035971223,78.0
micro avg,0.67601246105919,0.6611374407582938,0.6684922129043299,2954.0
macro avg,0.6601577039516028,0.6638868568940869,0.6535864144929627,2954.0
weighted avg,0.6889079972997895,0.6611374407582938,0.668519046758926,2954.0
