,precision,recall,f1-score,support
Materials / EEEs,0.5983606557377049,0.8488372093023255,0.7019230769230769,86.0
Thermal,0.7024793388429752,0.7798165137614679,0.7391304347826086,109.0
System engineering,0.5108695652173914,0.5,0.5053763440860215,94.0
Project Scope,0.5753424657534246,0.525,0.5490196078431373,80.0
Parameter,0.5345911949685535,0.5379746835443038,0.5362776025236593,158.0
Structure & Mechanism,0.6590909090909091,0.4,0.4978540772532189,145.0
Nonconformity,0.65,0.65,0.65,40.0
Power,0.5722543352601156,0.7122302158273381,0.6346153846153846,139.0
OBDH,0.6254545454545455,0.8229665071770335,0.7107438016528925,209.0
Cleanliness,0.7636363636363637,0.7241379310344828,0.7433628318584071,58.0
Project Organisation / Documentation,0.40350877192982454,0.5227272727272727,0.45544554455445546,88.0
Propulsion,0.6666666666666666,0.6829268292682927,0.6746987951807228,82.0
Telecom.,0.8046875,0.5175879396984925,0.6299694189602446,199.0
GN&C,0.6460674157303371,0.8156028368794326,0.7210031347962382,141.0
Quality control,0.7079646017699115,0.7920792079207921,0.7476635514018691,202.0
Space Environment,0.7472527472527473,0.8071216617210683,0.776034236804565,337.0
Measurement,0.9173228346456693,0.8759398496240601,0.8961538461538462,266.0
Safety / Risk (Control),0.7307692307692307,0.6050955414012739,0.662020905923345,157.0
micro avg,0.6760089686098655,0.6984555984555985,0.6870489935434865,2590.0
macro avg,0.6564621745959094,0.6733357888826466,0.657294033072983,2590.0
weighted avg,0.6863481383691113,0.6984555984555985,0.6843420589311332,2590.0
