,precision,recall,f1-score,support
Space Environment,0.6963350785340314,0.7916666666666666,0.7409470752089137,168.0
Power,0.8258706467661692,0.8736842105263158,0.8491048593350383,190.0
GN&C,0.7321428571428571,0.5503355704697986,0.6283524904214559,149.0
Nonconformity,0.6444444444444445,0.5178571428571429,0.5742574257425742,56.0
Materials / EEEs,0.6642857142857143,0.6690647482014388,0.6666666666666666,139.0
Safety / Risk (Control),0.7934782608695652,0.6293103448275862,0.7019230769230769,116.0
Propulsion,0.810126582278481,0.6530612244897959,0.7231638418079096,98.0
OBDH,0.6417910447761194,0.6548223350253807,0.6482412060301508,197.0
Telecom.,0.6883116883116883,0.6928104575163399,0.6905537459283387,153.0
System engineering,0.7264957264957265,0.7589285714285714,0.74235807860262,112.0
Cleanliness,0.6282051282051282,0.6901408450704225,0.6577181208053692,71.0
Quality control,0.7815126050420168,0.7322834645669292,0.7560975609756098,254.0
Measurement,0.825136612021858,0.8830409356725146,0.8531073446327684,171.0
Project Organisation / Documentation,0.4823529411764706,0.5189873417721519,0.5,79.0
Thermal,0.8378378378378378,0.8454545454545455,0.8416289592760181,110.0
Parameter,0.5337837837837838,0.5197368421052632,0.5266666666666666,152.0
Structure & Mechanism,0.5684210526315789,0.5684210526315789,0.5684210526315789,95.0
Project Scope,0.706766917293233,0.706766917293233,0.706766917293233,133.0
micro avg,0.7103620474406991,0.6987310683585756,0.7044985555096988,2443.0
macro avg,0.6992943845498168,0.680909623143093,0.6875541716082216,2443.0
weighted avg,0.7120629717075959,0.6987310683585756,0.7031579026931676,2443.0
