,precision,recall,f1-score,support
Nonconformity,0.5645161290322581,0.7142857142857143,0.6306306306306306,49.0
Telecom.,0.572463768115942,0.9634146341463414,0.7181818181818181,82.0
Materials / EEEs,0.6742424242424242,0.7606837606837606,0.714859437751004,117.0
Parameter,0.5714285714285714,0.5410628019323671,0.5558312655086849,207.0
Measurement,0.9060773480662984,0.803921568627451,0.8519480519480519,204.0
GN&C,0.7521367521367521,0.7333333333333333,0.7426160337552743,120.0
Cleanliness,0.8064516129032258,0.625,0.704225352112676,40.0
Quality control,0.7788018433179723,0.6926229508196722,0.7331887201735358,244.0
Safety / Risk (Control),0.7471264367816092,0.8904109589041096,0.8125,146.0
Project Organisation / Documentation,0.45901639344262296,0.417910447761194,0.4375,67.0
System engineering,0.6,0.5655737704918032,0.5822784810126582,122.0
OBDH,0.8363636363636363,0.5897435897435898,0.6917293233082706,234.0
Project Scope,0.6095238095238096,0.6037735849056604,0.6066350710900474,106.0
Space Environment,0.7537878787878788,0.8122448979591836,0.7819253438113949,490.0
Thermal,0.5726495726495726,0.7701149425287356,0.6568627450980392,87.0
Power,0.7450980392156863,0.608,0.6696035242290749,125.0
Propulsion,0.5232558139534884,0.6521739130434783,0.5806451612903226,69.0
Structure & Mechanism,0.4636363636363636,0.408,0.4340425531914894,125.0
micro avg,0.6928327645051194,0.693621867881549,0.6932270916334662,2634.0
macro avg,0.6631431329776728,0.675126159398133,0.6614001951718318,2634.0
weighted avg,0.7019299539001788,0.693621867881549,0.6916932542121492,2634.0
