,precision,recall,f1-score,support
Propulsion,0.7857142857142857,0.625,0.6962025316455697,88.0
Space Environment,0.7182320441988951,0.5701754385964912,0.6356968215158925,228.0
Nonconformity,0.7435897435897436,0.43283582089552236,0.5471698113207547,67.0
Measurement,0.91875,0.8166666666666667,0.8647058823529412,180.0
Project Organisation / Documentation,0.3565217391304348,0.6029411764705882,0.44808743169398907,68.0
OBDH,0.6835443037974683,0.5595854922279793,0.6153846153846154,193.0
GN&C,0.6646706586826348,0.6,0.6306818181818182,185.0
System engineering,0.48672566371681414,0.625,0.5472636815920398,88.0
Structure & Mechanism,0.7037037037037037,0.5428571428571428,0.6129032258064516,210.0
Materials / EEEs,0.4900662251655629,0.7115384615384616,0.5803921568627451,104.0
Parameter,0.3838383838383838,0.59375,0.4662576687116564,128.0
Safety / Risk (Control),0.6330275229357798,0.7931034482758621,0.7040816326530612,87.0
Power,0.75,0.8405172413793104,0.7926829268292683,232.0
Telecom.,0.5096153846153846,0.5578947368421052,0.5326633165829145,95.0
Quality control,0.7342995169082126,0.7169811320754716,0.7255369928400954,212.0
Cleanliness,0.6,0.5294117647058824,0.5625,17.0
Project Scope,0.7068965517241379,0.640625,0.6721311475409836,64.0
Thermal,0.8842975206611571,0.7985074626865671,0.8392156862745098,134.0
micro avg,0.6557788944723618,0.6579831932773109,0.6568791946308725,2380.0
macro avg,0.6529718471323664,0.6420772769565584,0.6374198526549616,2380.0
weighted avg,0.6827858463115676,0.6579831932773109,0.6621623059222163,2380.0
