,precision,recall,f1-score,support
Structure & Mechanism,0.5612244897959183,0.41044776119402987,0.47413793103448276,134.0
OBDH,0.8409090909090909,0.7007575757575758,0.7644628099173554,264.0
System engineering,0.672566371681416,0.7238095238095238,0.6972477064220184,105.0
Quality control,0.6646341463414634,0.6193181818181818,0.6411764705882353,176.0
Nonconformity,0.34210526315789475,0.7647058823529411,0.4727272727272727,34.0
Propulsion,0.7402597402597403,0.6129032258064516,0.6705882352941176,93.0
Materials / EEEs,0.5945945945945946,0.7333333333333333,0.6567164179104478,90.0
Project Organisation / Documentation,0.6438356164383562,0.5465116279069767,0.5911949685534591,86.0
Telecom.,0.6548672566371682,0.8222222222222222,0.729064039408867,90.0
Space Environment,0.7127659574468085,0.7282608695652174,0.7204301075268817,460.0
Parameter,0.5686274509803921,0.48333333333333334,0.5225225225225225,180.0
Power,0.5841584158415841,0.8027210884353742,0.6762177650429799,147.0
GN&C,0.75,0.8068965517241379,0.7774086378737541,145.0
Project Scope,0.75,0.6195652173913043,0.6785714285714286,92.0
Cleanliness,0.6176470588235294,0.75,0.6774193548387096,56.0
Thermal,0.6666666666666666,0.9565217391304348,0.7857142857142857,69.0
Safety / Risk (Control),0.6236559139784946,0.6666666666666666,0.6444444444444445,87.0
Measurement,0.9095238095238095,0.9095238095238095,0.9095238095238095,210.0
micro avg,0.6866251944012441,0.7013502779984114,0.693909626719057,2518.0
macro avg,0.6610023246153849,0.7031943672206397,0.671642678217504,2518.0
weighted avg,0.6961037304894134,0.7013502779984114,0.6928659052160379,2518.0
