,precision,recall,f1-score,support
Project Scope,0.5338345864661654,0.6826923076923077,0.5991561181434599,104.0
Structure & Mechanism,0.5846153846153846,0.4342857142857143,0.49836065573770494,175.0
Propulsion,0.8227848101265823,0.65,0.7262569832402235,100.0
Project Organisation / Documentation,0.46788990825688076,0.51,0.4880382775119617,100.0
Telecom.,0.8529411764705882,0.4860335195530726,0.6192170818505338,179.0
System engineering,0.7010309278350515,0.5074626865671642,0.5887445887445888,134.0
Safety / Risk (Control),0.6384615384615384,0.5763888888888888,0.6058394160583942,144.0
Measurement,0.9175257731958762,0.8682926829268293,0.8922305764411027,205.0
OBDH,0.6824324324324325,0.8278688524590164,0.7481481481481481,244.0
Quality control,0.6437908496732027,0.7519083969465649,0.6936619718309859,262.0
Thermal,0.40298507462686567,0.675,0.5046728971962616,40.0
Parameter,0.47586206896551725,0.5111111111111111,0.4928571428571429,135.0
Power,0.5597826086956522,0.7410071942446043,0.6377708978328174,139.0
GN&C,0.8532110091743119,0.7153846153846154,0.7782426778242678,130.0
Materials / EEEs,0.7941176470588235,0.7297297297297297,0.7605633802816901,148.0
Space Environment,0.6810126582278481,0.7958579881656804,0.7339699863574352,338.0
Cleanliness,0.7528089887640449,0.788235294117647,0.7701149425287356,85.0
Nonconformity,0.575,0.5609756097560976,0.5679012345679012,41.0
micro avg,0.6701933600875593,0.6796152423233445,0.6748714180749449,2703.0
macro avg,0.6633381912803759,0.6562352551016136,0.6503192765085198,2703.0
weighted avg,0.685567882950647,0.6796152423233445,0.6737164365527819,2703.0
