,precision,recall,f1-score,support
System engineering,0.6386554621848739,0.59375,0.6153846153846154,128.0
Propulsion,0.6956521739130435,0.5925925925925926,0.64,81.0
Safety / Risk (Control),0.7777777777777778,0.6131386861313869,0.6857142857142857,137.0
Power,0.7790697674418605,0.8121212121212121,0.7952522255192879,165.0
Thermal,0.6551724137931034,0.8085106382978723,0.7238095238095238,94.0
Cleanliness,0.4444444444444444,0.5581395348837209,0.4948453608247423,43.0
Telecom.,0.9183673469387755,0.5769230769230769,0.7086614173228346,78.0
Project Organisation / Documentation,0.39080459770114945,0.5230769230769231,0.4473684210526316,65.0
OBDH,0.7301587301587301,0.7582417582417582,0.7439353099730458,182.0
Project Scope,0.5833333333333334,0.45161290322580644,0.509090909090909,93.0
Quality control,0.7635467980295566,0.7560975609756098,0.7598039215686274,205.0
Parameter,0.4444444444444444,0.40310077519379844,0.42276422764227645,129.0
Structure & Mechanism,0.49230769230769234,0.588957055214724,0.5363128491620112,163.0
GN&C,0.656,0.6356589147286822,0.6456692913385826,129.0
Measurement,0.8344827586206897,0.8344827586206897,0.8344827586206897,145.0
Materials / EEEs,0.6853146853146853,0.5632183908045977,0.6182965299684543,174.0
Space Environment,0.7165991902834008,0.7937219730941704,0.7531914893617021,223.0
Nonconformity,0.4897959183673469,0.38095238095238093,0.42857142857142855,63.0
micro avg,0.6666666666666666,0.6556377884196778,0.6611062335381914,2297.0
macro avg,0.6497737519474949,0.6246831741710557,0.6312863647180916,2297.0
weighted avg,0.6737932301040821,0.6556377884196778,0.6603105748289764,2297.0
