,precision,recall,f1-score,support
Project Organisation / Documentation,0.49230769230769234,0.6037735849056604,0.5423728813559322,53.0
System engineering,0.5816326530612245,0.5327102803738317,0.5560975609756098,107.0
Cleanliness,0.7543859649122807,0.7166666666666667,0.7350427350427351,60.0
Telecom.,0.8,0.8549618320610687,0.8265682656826568,131.0
Thermal,0.7033898305084746,0.7980769230769231,0.7477477477477478,104.0
Space Environment,0.7260726072607261,0.8301886792452831,0.7746478873239436,265.0
Power,0.7740112994350282,0.7740112994350282,0.7740112994350282,177.0
Structure & Mechanism,0.5923566878980892,0.48186528497409326,0.5314285714285715,193.0
Parameter,0.5153374233128835,0.46153846153846156,0.48695652173913045,182.0
OBDH,0.8,0.7,0.7466666666666667,200.0
Safety / Risk (Control),0.6696428571428571,0.6637168141592921,0.6666666666666666,113.0
Materials / EEEs,0.7567567567567568,0.7567567567567568,0.7567567567567568,185.0
Project Scope,0.7570093457943925,0.6428571428571429,0.6952789699570815,126.0
Quality control,0.8138297872340425,0.75,0.7806122448979592,204.0
Measurement,0.8520710059171598,0.9,0.8753799392097265,160.0
GN&C,0.5777777777777777,0.6582278481012658,0.6153846153846154,79.0
Nonconformity,0.6976744186046512,0.6,0.6451612903225806,50.0
Propulsion,0.8,0.65,0.7172413793103448,80.0
micro avg,0.7164179104477612,0.6998784933171325,0.7080516287645974,2469.0
macro avg,0.7035697837735575,0.6875195318973041,0.6930012222168752,2469.0
weighted avg,0.715675098385277,0.6998784933171325,0.7054275943225735,2469.0
