,precision,recall,f1-score,support
Structure & Mechanism,0.6218487394957983,0.49333333333333335,0.550185873605948,150.0
Safety / Risk (Control),0.7768595041322314,0.7833333333333333,0.7800829875518672,120.0
Nonconformity,0.5121951219512195,0.45652173913043476,0.4827586206896552,46.0
Telecom.,0.88,0.7189542483660131,0.7913669064748201,153.0
Project Organisation / Documentation,0.5205479452054794,0.4810126582278481,0.5,79.0
Measurement,0.9086294416243654,0.9421052631578948,0.9250645994832042,190.0
Thermal,0.6106870229007634,0.7766990291262136,0.6837606837606838,103.0
Space Environment,0.7294117647058823,0.6763636363636364,0.7018867924528301,275.0
Power,0.8304093567251462,0.6425339366515838,0.7244897959183674,221.0
Materials / EEEs,0.5930232558139535,0.6415094339622641,0.6163141993957704,159.0
OBDH,0.6888888888888889,0.8333333333333334,0.754257907542579,186.0
GN&C,0.6593406593406593,0.49586776859504134,0.5660377358490566,121.0
Propulsion,0.6951219512195121,0.5089285714285714,0.5876288659793815,112.0
Parameter,0.4855072463768116,0.5114503816793893,0.49814126394052044,131.0
Cleanliness,0.6567164179104478,0.6875,0.6717557251908397,64.0
Quality control,0.6714285714285714,0.7421052631578947,0.705,190.0
System engineering,0.5645161290322581,0.5982905982905983,0.5809128630705395,117.0
Project Scope,0.6666666666666666,0.43243243243243246,0.5245901639344263,111.0
micro avg,0.6909693454846727,0.6598101265822784,0.6750303520841765,2528.0
macro avg,0.6706554824121475,0.6345708311427676,0.6469019436022494,2528.0
weighted avg,0.6957210443486552,0.6598101265822784,0.672164051677138,2528.0
