,precision,recall,f1-score,support
Structure & Mechanism,0.5555555555555556,0.6015037593984962,0.5776173285198556,133.0
Power,0.8407643312101911,0.7333333333333333,0.7833827893175074,180.0
System engineering,0.6069364161849711,0.7241379310344828,0.660377358490566,145.0
OBDH,0.7746478873239436,0.8029197080291971,0.7885304659498208,274.0
Parameter,0.5504201680672269,0.7081081081081081,0.6193853427895981,185.0
Project Organisation / Documentation,0.5058823529411764,0.3706896551724138,0.42786069651741293,116.0
Materials / EEEs,0.6043956043956044,0.6547619047619048,0.6285714285714286,84.0
Project Scope,0.6019417475728155,0.6666666666666666,0.6326530612244898,93.0
Measurement,0.9609756097560975,0.8954545454545455,0.9270588235294117,220.0
Cleanliness,0.7931034482758621,0.5897435897435898,0.6764705882352942,78.0
Space Environment,0.7075718015665796,0.8187311178247734,0.7591036414565826,331.0
Quality control,0.7621359223300971,0.6855895196506551,0.7218390804597701,229.0
Thermal,0.875,0.7101449275362319,0.784,69.0
GN&C,0.7435897435897436,0.5420560747663551,0.6270270270270271,107.0
Propulsion,0.7565217391304347,0.696,0.725,125.0
Safety / Risk (Control),0.6826923076923077,0.5590551181102362,0.6147186147186147,127.0
Telecom.,0.7181818181818181,0.6124031007751938,0.6610878661087866,129.0
Nonconformity,0.775,0.5081967213114754,0.6138613861386139,61.0
micro avg,0.7125475285171102,0.6976917349218168,0.7050413844996237,2686.0
macro avg,0.7119620252096903,0.6599719878709811,0.6793636388363766,2686.0
weighted avg,0.7207313702640336,0.6976917349218168,0.7041657008106973,2686.0
